한글,영어,일어
적외선 분광 측정법,infrared spectrometry,
적외선 분광광도측정법,infrared spectrophotometry,
적외선 분광법,infrared spectroscopy,
적외선 빛띠,infrared spectrum,
적외선 스트럼,infrared spectrum,
적외선 빛띠,infrared spectrum,
적외선 스트럼,infrared spectrum,
저촉,infringement,
침출,infusion,
주입,infusion,
침출,infusion,
주입,infusion,
주물덩이,ingot,
잉겉,ingot,
주괴,ingot,
주물덩이,ingot,
잉겉,ingot,
주괴,ingot,
주물덩이,ingot,
잉겉,ingot,
주괴,ingot,
성분,ingredient,
원료,ingredient,
재료,ingredient,
성분,ingredient,
원료,ingredient,
재료,ingredient,
성분,ingredient,
원료,ingredient,
재료,ingredient,
고유 수분,inherent moisture,
고유 점도,inherent viscosity,
방해,inhibition,
억제,inhibition,
저해,inhibition,
방해,inhibition,
억제,inhibition,
저해,inhibition,
방해,inhibition,
억제,inhibition,
저해,inhibition,
저해 기간,inhibition period,
저해제,inhibitor,
방해물,inhibitor,
억제물,inhibitor,
억제제,inhibitor,
저해제,inhibitor,
방해물,inhibitor,
억제물,inhibitor,
억제제,inhibitor,
저해제,inhibitor,
방해물,inhibitor,
억제물,inhibitor,
억제제,inhibitor,
저해제,inhibitor,
방해물,inhibitor,
억제물,inhibitor,
억제제,inhibitor,
초기 압력,initial pressure,
초기 속도,initial rate,
초기 변형률,initial strain,
초기 응력,initial stress,
초기 속도,initial velocity,
개시,initiation,
개시 복합체,initiation complex,
개시 인자,initiation factor,
개시 단계,initiation step,
개시 인자,initiator,
개시제,initiator,
개시 인자,initiator,
개시제,initiator,
분사,injection,
사출,injection,
주입,injection,
분사,injection,
사출,injection,
주입,injection,
분사,injection,
사출,injection,
주입,injection,
분사 공기,injection air,
사출 중공 성형,injection blow molding,
사출 블로우 성형,injection blow molding,
사출 중공 성형,injection blow molding,
사출 블로우 성형,injection blow molding,
분사 압축기,injection compressor,
분사 응축기,injection condenser,
사출 성형,injection molding,
분사 노즐,injection nozzle,
주입 피injection peak,
분사 압력,injection pressure,
사출 압력,injection pressure,
분사 압력,injection pressure,
사출 압력,injection pressure,
분사 여닫개,injection valve,
분사 밸브,injection valve,
분사 여닫개,injection valve,
분사 밸브,injection valve,
분사기,injector,
인터,injector,
주입기,injector,
분사기,injector,
인터,injector,
주입기,injector,
분사기,injector,
인터,injector,
주입기,injector,
입구,inlet,
흡입 여닫게,inlet valve,
흡입 밸브,inlet valve,
도입 밸브,inlet valve,
흡입 여닫게,inlet valve,
흡입 밸브,inlet valve,
도입 밸브,inlet valve,
흡입 여닫게,inlet valve,
흡입 밸브,inlet valve,
도입 밸브,inlet valve,
도입 속도,inlet velocity,
유입 속도,inlet velocity,
도입 속도,inlet velocity,
유입 속도,inlet velocity,
내부 원뿔 구역,inner cone zone,
안쪽 원뿔 구역,inner cone zone,
내부 원뿔 구역,inner cone zone,
안쪽 원뿔 구역,inner cone zone,
내부 선별,inner screening,
내부 변형률,inner strain,
내부 전이 원소,inner transition element,
내부권 기구,innersphere mechanism,
내부권 기작,innersphere mechanism,
내부권 메커니즘,innersphere mechanism,
내부권 기구,innersphere mechanism,
내부권 기작,innersphere mechanism,
내부권 메커니즘,innersphere mechanism,
내부권 기구,innersphere mechanism,
내부권 기작,innersphere mechanism,
내부권 메커니즘,innersphere mechanism,
접종,inoculation,
접종재료,inoculum,
접종미생물,inoculum,
접종재료,inoculum,
접종미생물,inoculum,
무기 고분자,inorganic polymer,
무기학,inorganics,
무기약품,inorganics,
무기학,inorganics,
무기약품,inorganics,
도입량,input,
입력,input,
도입량,input,
입력,input,
입력 변수,input variable,
견적요구,inquiry,
견적요구서,inquiry,
견적요구,inquiry,
견적요구서,inquiry,
곤충 세포,insect cell,
살충제,insecticide,
불감도,insensitiveness,
삽입 반응,insertion reaction,
내부 지시약,inside indicator,
일사 강도,insolation intensity,
검사,inspection,
점검,inspection,
검사,inspection,
점검,inspection,
검사 계기,inspection gauge,
점검 구덩이,inspection pit,
불안정성,instability,
순간 분무 건조기,instant spray dryer,
순간 집열 효율,instantaneous collector efficiency,
순간 연소,instantaneous combustion,
순간 속도,instantaneous velocity,
순간 수율,instantaneous yield,
계기,instrument,
기구,instrument,
기기,instrument,
계기,instrument,
기구,instrument,
기기,instrument,
계기,instrument,
기구,instrument,
기기,instrument,
계기 줄그림,instrument diagram,
계기 개략도,instrument diagram,
계기 선도,instrument diagram,
계기 줄그림,instrument diagram,
계기 개략도,instrument diagram,
계기 선도,instrument diagram,
계기 줄그림,instrument diagram,
계기 개략도,instrument diagram,
계기 선도,instrument diagram,
기기 분석,instrumental analysis,
계장,instrumentation,
단열 벽돌,insulating brick,
단열 물질,insulating material,
절연 물질,insulating material,
단열 물질,insulating material,
절연 물질,insulating material,
절연 투명 도료,insulating varnish,
절연,insulation,
단열,insulation,
절연,insulation,
단열,insulation,
절연 저항,insulation resistance,
절연 시험,insulation test,
단열체,insulator,
절연체,insulator,
단열체,insulator,
절연체,insulator,
절연 재료,insulator material,
적분 동작,integral action,
적분 정전용량,integral capacitance,
적분 제어,integral control,
적분 제어기,integral controller,
적분 판별기준,integral criterion,
적분 질량 수지,integral mass balance,
적분형 질량 수지,integral mass balance,
적분 질량 수지,integral mass balance,
적분형 질량 수지,integral mass balance,
적분 운동량 수지,integral momentum balance,
적분형 운동량 수지,integral momentum balance,
적분 운동량 수지,integral momentum balance,
적분형 운동량 수지,integral momentum balance,
적분 응답,integral response,
적분 시험,integral test,
적분 궤적,integral tracing,
적부 누적,integral windup,
피적분 함수,integrand,
적분 흡광 계수,integrated absorption coefficient,
적분 회로,integrated circuit,
집적 회로,integrated circuit,
적분 회로,integrated circuit,
집적 회로,integrated circuit,
적분 강도,integrated intensity,
종합 공정,integrated process,
적분 제어,integrating control,
적분 인자,integrating factor,
적분 상수,integration constant,
적분기,integrator,
적산기,integrator,
적분기,integrator,
적산기,integrator,
지능 지수,intelligence quotient,
강화제,intensifier,
강도,intensity,
세기,intensity,
강도,intensity,
세기,intensity,
강도 인자,intensity factor,
세기 인자,intensity factor,
강도 인자,intensity factor,
세기 인자,intensity factor,
세기 성질,intensive property,
세기 상태,intensive state,
세기 변수,intensive variable,
상호작용 용량,interacting capacity,
상호작용 제어 루프,interacting control loop,
상호작용 고리,interacting loop,
상호작용 루프,interacting loop,
상호작용 고리,interacting loop,
상호작용 루프,interacting loop,
상호작용 개체군,interacting population,
상호작용 집단,interacting population,
상호작용 개체군,interacting population,
상호작용 집단,interacting population,
상호작용 탱크,interacting tank,
상호작용,interaction,
상호작용 선도,interaction diagram,
산호작용 쌍극자,interaction dipole,
상호작용 인자,interaction factor,
상호작용 지수,interaction index,
상호작용 매개번수,interaction parameter,
상호작용 파라미터,interaction parameter,
상호작용 매개번수,interaction parameter,
상호작용 파라미터,interaction parameter,
원자간 거리,interatomic distance,
원자가 전위,interatomic potential,
원자간 포텐셜,interatomic potential,
원자가 전위,interatomic potential,
원자간 포텐셜,interatomic potential,
띠사이 전자,interband transition,
사이넣기,intercalation,
회로연결,interconnect,
상호변환,interconversion,
상호전환,interconversion,
상호변환,interconversion,
상호전환,interconversion,
중간냉각기,intercooler,
중간냉각,intercooling,
전자간 반발,interelectronic repulsion,
원소간 효과,interelement effect,
관심,interest,
이자,interest,
관심,interest,
이자,interest,
계면,interface,
사이틀,interface,
계면,interface,
사이틀,interface,
계면 농도,interfacial concentration,
계면 축중합 반응,interfacial polycondensation,
계면 축중합,interfacial polycondensation,
계면 축중합 반응,interfacial polycondensation,
계면 축중합,interfacial polycondensation,
계면 중합,interfacial polymerization,
계면층 용액,interfacial solution,
계면 구조,interfacial structure,
계면 장력,interfacial tension,
간섭,interference,
방해,interference,
간섭,interference,
방해,interference,
간섭 거르개,interference filter,
간섭 휠터,interference filter,
간섭 거르개,interference filter,
간섭 휠터,interference filter,
간섭계,interferometer,
간섭 측정법,interferometry,
간섭자,interferon,
인터훼론,interferon,
간섭자,interferon,
인터훼론,interferon,
입자간 부식,intergranular corrosion,
할로겐간 화물,interhalogen compound,
이온간 인력,interionic attraction,
연동,interlock,
연동장치,interlock,
인털interlock,
연동,interlock,
연동장치,interlock,
인털interlock,
연동,interlock,
연동장치,interlock,
인털interlock,
중간 대사,intermediary metabolism,
중간체,intermediate,
중간 물질,intermediate,
중간체,intermediate,
중간 물질,intermediate,
중간 복합체,intermediate complex,
중간체 화합물,intermediate compound,
중간 화합물,intermediate compound,
중간체 화합물,intermediate compound,
중간 화합물,intermediate compound,
중간 응축기,intermediate condenser,
중간 조쇄,intermediate crushing,
중간 생성물,intermediate product,
중간 제품,intermediate product,
중간 생성물,intermediate product,
중간 제품,intermediate product,
중간 되끓이개,intermediate reboiler,
중간 재비기,intermediate reboiler,
중간 뤼보일러,intermediate reboiler,
중간 되끓이개,intermediate reboiler,
중간 재비기,intermediate reboiler,
중간 뤼보일러,intermediate reboiler,
중간 되끓이개,intermediate reboiler,
중간 재비기,intermediate reboiler,
중간 뤼보일러,intermediate reboiler,
중간 온도,intermediate temperature,
중간 변수,intermediate variable,
금속간 화합물,intermetallic compound,
광물간 효과,intermineral effect,
단속 효과,intermittency effect,
분자간 힘,intermolecular force,
분자사이 힘,intermolecular force,
분자간 힘,intermolecular force,
분자사이 힘,intermolecular force,
분자간 상호작용,intermolecular interaction,
분자간 중합,intermolecular polymerization,
분자간 위치 에너지,intermolecular potential energy,
분자간 반응,intermolecular reaction,
분자간 재배열 반응,intermolecular rearrangement,
분자간 재배열,intermolecular rearrangement,
분자간 재배열 반응,intermolecular rearrangement,
분자간 재배열,intermolecular rearrangement,
내부 나이 분포,internal age distribution,
내부 수명 분포,internal age distribution,
내부 나이 분포,internal age distribution,
내부 수명 분포,internal age distribution,
내부 상쇄,internal compensation,
분자내 상쇄,internal compensation,
내부 상쇄,internal compensation,
분자내 상쇄,internal compensation,
내부 제약조건,internal constraint,
내부 전환,internal conversion,
내부 좌표,internal coordinate,
내부 확산,internal diffusion,
내부 효율,internal efficiency,
내부 전기분해,internal electrolysis,
내부 에너지,internal energy,
내부 흐름,internal flow,
내부 마찰,internal friction,
내부 톱니 푸레,internal gear pump,
내부 기어 펌프,internal gear pump,
내부 톱니 푸레,internal gear pump,
내부 기어 펌프,internal gear pump,
내부 모델 제어,internal model control,
내부 광전 효과,internal photoelectric effect,
내부 가소화,internal plasticization,
내부 압력,internal pressure,
내부 반사 분광전기화학,internal reflection spectroelectrochemistry,
내부 환류,internal reflux,
내부 저항,internal resistance,
내부 반송,internal return,
내부 복귀,internal return,
내부 반송,internal return,
내부 복귀,internal return,
내부 회전,internal rotation,
내부 표준,internal standard,
내부 전압,internal voltage,
국제 암페어,international ampere,
국제 통화 기금,International Monetary fund,
국제 실용 온도 단위,international practical temperature unit,
국제 단위,international unit,
핵간 축,internuclear axis,
입자사이 부피,interparticle volume,
상경계,interphase,
상계면,interphase,
상경계,interphase,
상계면,interphase,
계면 물질 전달,interphase mass transfer,
결정면간 거리,interplanar spacing,
내삽,interpolation,
안짐작,interpolation,
보간법,interpolation,
내삽법,interpolation,
보간,interpolation,
내삽,interpolation,
안짐작,interpolation,
보간법,interpolation,
내삽법,interpolation,
보간,interpolation,
내삽,interpolation,
안짐작,interpolation,
보간법,interpolation,
내삽법,interpolation,
보간,interpolation,
내삽,interpolation,
안짐작,interpolation,
보간법,interpolation,
내삽법,interpolation,
보간,interpolation,
내삽,interpolation,
안짐작,interpolation,
보간법,interpolation,
내삽법,interpolation,
보간,interpolation,
단사이 냉각,interstage cooling,
틈새 합금,interstitial alloy,
틈새 탄화물,interstitial carbide,
틈새 화합물,interstitial compound,
틈새 유체,interstitial fluid,
틈새 분율,interstitial fraction,
틈새 속도,interstitial velocity,
틈새 부피,interstitial volume,
씨스템간 교차,intersystem crossing,
인접 이온 켤레,intimate ion pair,
띠내,intraband,
세포내 유체,intracellular fluid,
유전자내 억제,intragenic suppression,
분자내 반응,intramolecular reaction,
분자내 재배열,intramolecular rearrangement,
분자내 재배열 반응,intramolecular rearrangement,
분자내 재배열,intramolecular rearrangement,
분자내 재배열 반응,intramolecular rearrangement,
고유 산성도,intrinsic acidity,
고유 산도,intrinsic acidity,
고유 산성도,intrinsic acidity,
고유 산도,intrinsic acidity,
고유 염기도,intrinsic basicity,
고유 운반체,intrinsic carrier,
고유 콜로이드,intrinsic colloid,
고유 전도도,intrinsic conductivity,
고유 결함,intrinsic defect,
고유 검출기,intrinsic detector,
고유 인자,intrinsic factor,
고유 반도체,intrinsic semiconductor,
부절편 불변량,invariant,
명세목록,inventory,
재고,inventory,
재고량,inventory,
명세목록,inventory,
재고,inventory,
재고량,inventory,
명세목록,inventory,
재고,inventory,
재고량,inventory,
역수 곡선,inverse curve,
역전,inversion,
역변환,inversion,
반전,inversion,
뒤집힘,inversion,
역전,inversion,
역변환,inversion,
반전,inversion,
뒤집힘,inversion,
역전,inversion,
역변환,inversion,
반전,inversion,
뒤집힘,inversion,
역전,inversion,
역변환,inversion,
반전,inversion,
뒤집힘,inversion,
뒤집힘 장벽,inversion barrier,
뒤집힘 중심,inversion center,
뒤집힘 진동수,inversion frequency,
뒤집힘 빛띠,inversion spectrum,
뒤집힘 스트럼,inversion spectrum,
뒤집힘 빛띠,inversion spectrum,
뒤집힘 스트럼,inversion spectrum,
뒤집힘 온도,inversion temperature,
뒤집힘 이성질체,inversional isomer,
인버테이스,invertase,
전화기,inverter,
투자,investment,
비자발적 실업,involuntary unemployment,
요오드산화적정,iodimetry,
요오드화반응,iodination,
요오드화,iodination,
요오드화반응,iodination,
요오드화,iodination,
요오드 값,iodine value,
요오드 정량법,iodometry,
요오드 측정법,iodometry,
요오드환원적정,iodometry,
요오드 정량법,iodometry,
요오드 측정법,iodometry,
요오드환원적정,iodometry,
요오드 정량법,iodometry,
요오드 측정법,iodometry,
요오드환원적정,iodometry,
이온 집합,ion aggregation,
이온 회합,ion association,
이온 분위기,ion atmosphere,
이온 두들김,ion bombardment,
이온 폭격,ion bombardment,
이온 두들김,ion bombardment,
이온 폭격,ion bombardment,
이온 수집,ion collection,
이온 수집기,ion collector,
이온 농도,ion concentration,
이온 전도도,ion conductance,
이온 전류 밀도,ion current density,
이온 변형,ion deformation,
이온 밀도,ion density,
이온 쌍극자 결합,ion dipole bond,
이온 기관,ion engine,
이온 교환 크로마토그래프법,ion exchange chromatography,
이온 교환 수지,ion exchange resin,
이온 교환 분리,ion exchange separation,
이온 교환기,ion exchanger,
이온 배제,ion exclusion,
이온 부상분리,ion flotation,
이온 부유선별,ion flotation,
이온 부상분리,ion flotation,
이온 부유선별,ion flotation,
이온 생성,ion formation,
이온 주입,ion implantation,
이온 운동 에너지 분광법,ion kinetic energy spectroscopy,
이온 미세탐침,ion microprobe,
이온 광학,ion optics,
이온 켤레,ion pair,
이온 켤레 복귀,ion pair return,
이온 편극,ion polarization,
이온 펌프,ion pump,
이온 푸레,ion pump,
이온 펌프,ion pump,
이온 푸레,ion pump,
이온 O디칼,ion radical,
이온 선택 전극,ion selective electrode,
이온 선택성 전극,ion selective electrode,
이온 선택 전극,ion selective electrode,
이온 선택성 전극,ion selective electrode,
이온 덮게,ion sheath,
이온 특이성 전극,ion specific electrode,
이온 억제,ion suppression,
이온 수송,ion transport,
이온 포집 분석기,ion trap analyzer,
이온 활동도,ionic activity,
잉온 분위기,ionic atmosphere,
이온 끌림,ionic attraction,
이온 결합,ionic bond,
이온결합 특성,ionic character,
이온 특성,ionic character,
이온결합 특성,ionic character,
이온 특성,ionic character,
아온결합 화합물,ionic compound,
이온 화합물,ionic compound,
아온결합 화합물,ionic compound,
이온 화합물,ionic compound,
이온 전도도,ionic conductance,
이온 전도,ionic conduction,
이온 전도도,ionic conductivity,
이온 결정,ionic crystal,
이온 전류,ionic current,
이온성 제거,ionic elimination,
이온성 제거반응,ionic elimination,
이온성 제거,ionic elimination,
이온성 제거반응,ionic elimination,
이온 방정식,ionic equation,
이온 이동도,ionic mobility,
이온 중합반응,ionic polymerization,
이온 중합,ionic polymerization,
이온 중합반응,ionic polymerization,
이온 중합,ionic polymerization,
이온 반지름,ionic radius,
이온 반응,ionic reaction,
이온 표현,ionic representation,
용액론,ionics,
이온론,ionics,
용액론,ionics,
이온론,ionics,
이온화,ionization,
전리,ionization,
이온화,ionization,
전리,ionization,
이온화 완충제,ionization buffer,
이온화 상수,ionization constant,
이온화 에너지,ionization energy,
이온화 평형,ionization equilibrium,
이온화 계기,ionization gauge,
이온화 방해,ionization interference,
이온화 이성질,ionization isomerism,
이온화 이성질 현상,ionization isomerism,
이온화 이성질,ionization isomerism,
이온화 이성질 현상,ionization isomerism,
이온화 포텐셜,ionization potential,
이온화 확률,ionization probability,
이온화 서열,ionization series,
전위 서열,ionization series,
이온화 서열,ionization series,
전위 서열,ionization series,
이온화 장치,ionizer,
전리 장치,ionizer,
이온화 장치,ionizer,
전리 장치,ionizer,
이온화 전류,ionizing current,
이온화 용매,ionizing solvent,
이온화 전압,ionizing voltage,
이오노머,ionomer,
이온샘,ionophore,
이온운반물질,ionophore,
이온샘,ionophore,
이온운반물질,ionophore,
잎소 중간체,ipso intermediate,
조사,irradiation,
조사 수율,irradiation yield,
다줄인 표현,irreducible representation,
비가역성,irreversibility,
비가역 전지,irreversible cell,
비가역 전극 과정,irreversible electrode process,
비가역 저해,irreversible inhibition,
비가역 공정,irreversible process,
비가역 과정,irreversible process,
비가역 공정,irreversible process,
비가역 과정,irreversible process,
비가역 열역학,irreversible thermodynamics,
비회전 흐름,irrotational flow,
등엔탈피 팽창,isenthalpic expansion,
등엔탈피 훌래쉬,isenthalpic flash,
등엔탈피 공정,isenthalpic process,
등엔탈피 과정,isenthalpic process,
등엔탈피 공정,isenthalpic process,
등엔탈피 과정,isenthalpic process,
등엔트로피 효율,isentropic efficiency,
등엔트로피 팽창,isentropic expansion,
아이징 모델,Ising model,
등압선,isobar,
동종원소,isobar,
등압선,isobar,
동종원소,isobar,
등부피,isochore,
등부피선,isochore,
등부피,isochore,
등부피선,isochore,
등부피 스루기,isochronal annealing,
등부피 어닐링,isochronal annealing,
등부피 열풀림,isochronal annealing,
등부피 스루기,isochronal annealing,
등부피 어닐링,isochronal annealing,
등부피 열풀림,isochronal annealing,
등부피 스루기,isochronal annealing,
등부피 어닐링,isochronal annealing,
등부피 열풀림,isochronal annealing,
등화학적 옮김,isochronous shift,
등경사,isocline,
등용매 원리,isocratic elution,
동종원자고리 화합물,isocyclic compound,
균일동질결합성 고체,isodesmic solid,
등에너지 팽창,isodynamic expansion,
등전 침전,isoelectric precipitation,
등전자 결합,isoelectronic bonding,
등전자 분자,isoelectronic molecule,
등전자 구조,isoelectronic structure,
등에너지 팽창,isoenergic expansion,
동위효소,isoenzyme,
등평형,isoequilibrium,
등수 용매,isohydric solvent,
등속 채취,isokinetic sampling,
등반응속도 온도,isokinetic temperature,
등속 온도,isokinetic temperature,
등반응속도 온도,isokinetic temperature,
등속 온도,isokinetic temperature,
분리,isolation,
격리,isolation,
분리,isolation,
격리,isolation,
이성원자핵,isomer,
이성질체,isomer,
이성핵,isomer,
이성원자핵,isomer,
이성질체,isomer,
이성핵,isomer,
이성원자핵,isomer,
이성질체,isomer,
이성핵,isomer,
이성핵 변이,isomer shift,
이성화 효소,isomerase,
등부피 변형,isomeric deformation,
이성화 과정,isomeric process,
이성질체 전이,isomeric transition,
이성핵 전이,isomeric transition,
이성질체 전이,isomeric transition,
이성핵 전이,isomeric transition,
이성질 현상,isomerism,
이성핵현상,isomerism,
이성질 현상,isomerism,
이성핵현상,isomerism,
이성질화,isomerization,
이성질화반응,isomerization,
이성체화,isomerization,
이성체화반응,isomerization,
이성질화,isomerization,
이성질화반응,isomerization,
이성체화,isomerization,
이성체화반응,isomerization,
이성질화,isomerization,
이성질화반응,isomerization,
이성체화,isomerization,
이성체화반응,isomerization,
이성질화,isomerization,
이성질화반응,isomerization,
이성체화,isomerization,
이성체화반응,isomerization,
등부피 입자,isometric particle,
등부피 공정,isometric process,
등부피 과정,isometric process,
등부피 공정,isometric process,
등부피 과정,isometric process,
일대일 대응,isomorphism,
동형현상,isomorphism,
일대일 대응,isomorphism,
동형현상,isomorphism,
동형 화합물,isomorphous compound,
동형 결정,isomorphous crystal,
등압 방법,isopiestic method,
등량선,isopleth,
등조성선,isopleth,
등량선,isopleth,
등조성선,isopleth,
동종다중산,isopolyacid,
등밀도 원심분리,isopycnic centrifugation,
등밀도 초원심분리,isopycnic ultracentrifugation,
등O써미화,isoracemization,
등O써미화 반응,isoracemization,
등O써미화,isoracemization,
등O써미화 반응,isoracemization,
등광회전,isorotation,
등회전,isorotation,
등광회전,isorotation,
등회전,isorotation,
등선택성,isoselectivity,
등량흡착곡선,isostere,
등량 흡착열,isosteric heat,
등입체성 분자,isosteric molecule,
등입체성 현상,isosterism,
등입체성,isosterism,
등입체성 현상,isosterism,
등입체성,isosterism,
등입체성계,isosters,
등속영동,isotachophoresis,
동일배열 중합체,isotactic polymer,
등온선,isotherm,
등온식,isotherm,
등온선,isotherm,
등온식,isotherm,
등온 변화,isothermal change,
동온 압축률,isothermal compressibility,
등온 압축,isothermal compression,
등온 증류,isothermal distillation,
등온 효율,isothermal efficiency,
등온 팽창,isothermal expansion,
등온 흐름,isothermal flow,
등온 공정,isothermal process,
등온 과정,isothermal process,
등온 공정,isothermal process,
등온 과정,isothermal process,
등온 반응,isothermal reaction,
등온 반응기,isothermal reactor,
등온 변환,isothermal transformation,
동중성자원소,isotone,
동중성자핵,isotone,
동중성자원소,isotone,
동중성자핵,isotone,
등삼투압 용액,isotonic solution,
동위원소,isotope,
동위핵,isotope,
동위원소,isotope,
동위핵,isotope,
동위원소 도표,isotope chart,
동위원소 추적자,isotope chaser,
동위원소 희석 분석,isotope dilution analysis,
동위원소 효과,isotope effect,
동위원소 분리,isotope separation,
동위원소 존재비,isotopic abundance,
동위원소 원자,isotopic atom,
동위원소 집단,isotopic cluster,
동위원소 치환,isotopic substitution,
등방석 식각,isotropic etching,
등방석 에췽,isotropic etching,
등방석 식각,isotropic etching,
등방석 에췽,isotropic etching,
등방성 초미세 상호작용,isotropic hyperfine interaction,
등방성 난류,isotropic turbulence,
등방선,isotropy,
등방성,isotropy,
등방선,isotropy,
등방성,isotropy,
등부피 변화,isovolumetric change,
아이조드 충격 시험,Izod impact test,
들게,jack,
H,jack,
들게,jack,
H,jack,
재 수증기,jacket steam,
재 증기,jacket steam,
재 수증기,jacket steam,
재 증기,jacket steam,
재 이송기,jacketed conveyor,
재 콘베이어,jacketed conveyor,
재 이송기,jacketed conveyor,
재 콘베이어,jacketed conveyor,
재 덮개,jacketed cover,
자코비 행렬,Jacobian matrix,
자코비 변환,Jacobian transformation,
일본 공업 규격,Japanese Industrial Standard,
단지 발효기,jar fermenter,
단지 시험기,jar tester,
아귀 조쇄기,jaw crusher,
분사 송풍기,jet blower,
분사 응축기,jet condenser,
분사 배출기,jet ejector,
분사 이터,jet ejector,
분사 배출기,jet ejector,
분사 이터,jet ejector,
분사 점화 불판,jet ignition stoker,
분사 분쇄기,jet mill,
분사 혼합기,jet mixer,
분사 푸레,jet pump,
분사 펌프,jet pump,
분사 푸레,jet pump,
분사 펌프,jet pump,
분사 속도,jet velocity,
선광기,jigger,
관절,joint,
연결,joint,
연결구,joint,
이음,joint,
이음쇠,joint,
관절,joint,
연결,joint,
연결구,joint,
이음,joint,
이음쇠,joint,
관절,joint,
연결,joint,
연결구,joint,
이음,joint,
이음쇠,joint,
관절,joint,
연결,joint,
연결구,joint,
이음,joint,
이음쇠,joint,
관절,joint,
연결,joint,
연결구,joint,
이음,joint,
이음쇠,joint,
연결 효율,joint efficiency,
연결부위 표면,joint surface,
공동 사업,joint venture,
공동 폐수 처리 시설,joint wastewater treatment facility,
주울,joule,
주울의 법칙,Joule's law,
도약 빈도,jump frequency,
갈림점,junction,
만남점,junction,
분기점,junction,
접속점,junction,
접합,junction,
갈림점,junction,
만남점,junction,
분기점,junction,
접속점,junction,
접합,junction,
갈림점,junction,
만남점,junction,
분기점,junction,
접속점,junction,
접합,junction,
갈림점,junction,
만남점,junction,
분기점,junction,
접속점,junction,
접합,junction,
갈림점,junction,
만남점,junction,
분기점,junction,
접속점,junction,
접합,junction,
접합 파괴 전압,junction breakdown voltage,
접합 깊이,junction depth,
접점 전위,junction potential,
접합 착색,junction staining,
주우트,jute,
황마,jute,
주우트,jute,
황마,jute,
칼만 휠터,Kalman filter,
고령토,kaolin,
켈빈 효과,Kelvin effect,
켈빈 온도 눈금,Kelvin temperature scale,
속씨,Kernel,
등유,kerosene,
키톤형 육탄당,ketohexose,
키톤화,ketonization,
키톤화 반응,ketonization,
키톤화,ketonization,
키톤화 반응,ketonization,
키톤형 오탄당,ketopentose,
키톤증,ketosis,
의 법칙,Kick's law,
가마,kiln,
킬른,kiln,
가마,kiln,
킬른,kiln,
킬로시,kilowatt hour,
카이네이스,kinase,
운동학 에너지,kinematic energy,
운동학 유사성,kinematic similarity,
운동학 점도,kinematic viscosity,
운동학,kinematics,
반응속도론적 산도,kinetic acidity,
속도론적 산도,kinetic acidity,
반응속도론적 산도,kinetic acidity,
속도론적 산도,kinetic acidity,
반응속도법 분석,kinetic analysis,
속도법 분석,kinetic analysis,
반응속도법 분석,kinetic analysis,
속도법 분석,kinetic analysis,
반응속도론적 사슬,kinetic chain,
속도론적 사슬,kinetic chain,
반응속도론적 사슬,kinetic chain,
속도론적 사슬,kinetic chain,
반응속도 지배,kinetic control,
속도 지배,kinetic control,
반응속도 지배,kinetic control,
속도 지배,kinetic control,
속도 지배 반응,kinetic controlled reaction,
반응속도 지배 반응,kinetic controlled reaction,
속도 지배 반응,kinetic controlled reaction,
반응속도 지배 반응,kinetic controlled reaction,
반응 전류,kinetic current,
운동 에너지,kinetic energy,
운동 마찰,kinetic friction,
반응속도 모형,kinetic model,
반응 차수,kinetic order,
반응속도 과정,kinetic process,
반응속도론적 분할,kinetic resolution,
속도론적 분할,kinetic resolution,
반응속도론적 분할,kinetic resolution,
속도론적 분할,kinetic resolution,
동적 분광기,kinetic spectroscope,
반응과정,kinetics,
반응속도론,kinetics,
운동학,kinetics,
반응과정,kinetics,
반응속도론,kinetics,
운동학,kinetics,
반응과정,kinetics,
반응속도론,kinetics,
운동학,kinetics,
커크우드 중첩,Kirkwood superposition,
반죽기,kneader,
반죽,kneading,
반죽하기,kneading,
반죽,kneading,
반죽하기,kneading,
무릎꼴 굽은관,knee bend,
칼날 도포,knife coating,
칼날 입히기,knife coating,
칼날 도포,knife coating,
칼날 입히기,knife coating,
칼꼴 개폐기,knife switch,
칼꼴 스위치,knife switch,
칼꼴 개폐기,knife switch,
칼꼴 스위치,knife switch,
뜨개질,knitting,
편직,knitting,
뜨개질,knitting,
편직,knitting,
마디,knob,
손잡이,knob,
마디,knob,
손잡이,knob,
노킹,knocking,
설터짐,knocking,
노킹,knocking,
설터짐,knocking,
지식 기반,knowledge base,
누쎈 확산,Knudsen diffusion,
누쎈 수,Knudsen number,
한국 표준규격,Korean Standard,
크렙스 회로,Krebs cycle,
크로뗑델타,Kronecker d,
레이블,label,
표지,label,
레이블,label,
표지,label,
표지 화합물,labeled compound,
표지 시약,labeled reagent,
표지,labeling,
불안정 착물,labile complex,
치환성 착물,labile complex,
불안정 착물,labile complex,
치환성 착물,labile complex,
불안정성,lability,
치환성,lability,
불안정성,lability,
치환성,lability,
래버린스 충전물,labyrinth packing,
락 오페론,lac operon,
래커,lacquer,
락톤화,lactonization,
락톤화 반응,lactonization,
락톤화,lactonization,
락톤화 반응,lactonization,
젖당,lactose,
유당,lactose,
젖당,lactose,
유당,lactose,
사다리 논리,ladder logic,
사다리 연산자,ladder operator,
뒤짐,lag,
지연,lag,
뒤짐,lag,
지연,lag,
