한글,영어,일어
열복사,heat radiation,
열소비율,heat rate,
열회수,heat recovery,熱回?(ネツカイシュウ)
열재생,heat regenerator,
"열발생, 열방출",heat release,
내열 재료,heat resisting material,
내열강,heat resisting steel,
내열 시험,heat run,
열시험,heat run,
내열 시험,heat run,
열시험,heat run,
히트 실러,heat sealer,
히트 세팅,heat setting,
히트 싱크,heat sink,ヒ?トシンク(ヒ?トシンク)
열원,heat source,熱源(ネツゲン)
가열 시험,heat test,
내열 시험,heat test,
가열 시험,heat test,
내열 시험,heat test,
히트 트레이스 배관,heat tracing pipe,
열전달,heat transfer,熱?達(ネツデンタツ)
열 전달률,heat transfer rate,
전열면 열부하,heat transferred per unit surface,
열전달,heat transmission,?熱(デンネツ)
열처리,heat treatment,熱?理(ネツショリ)
열단위,heat unit,
열영향부,heat-affected zone,
히터,heater,
난방,heating,
가열,heating,
난방,heating,
가열,heating,
난방 장치,heating apparatus,
난방용 보일러,heating boiler,
가열 코일 점화기,heating coil igniter,
가열 곡선,heating curve,
가열로,heating furnace,
전열면,heating surface,
발열량,heating value,
내열 합금,heat-resisting alloy,
중수소,heavy hydrogen,
중공업,heavy industries,
중금속,heavy metals,
중유,heavy oil,重油(ジュウユ)
중유 기관,heavy oil engine,
중수,heavy water,重水(ジュウスイ)
중수로,heavy water reactor,重水型原子?(ジュウスイガタゲンシロ)
강력 드릴링 머신,heavy-duty drilling machine,
강력 선반,heavy-duty lathe,
높이 게이지,height gauge,
나사산의 높이,height of thread,
이 높이,height of tooth,
나선각,helical angle,
헬리컬 밀링 커터,helical cutter,
헬리컬 기어,helical gear,はすば?車(ハスバハグルマ)
헬리컬 스프링,helical spring,
헬리콥터,helicopter,ヘリコプタ(ヘリコプタ)
헬리서트,heli-sert,
헬륨,helium,ヘリウム(ヘリウム)
나선,helix,
나사 곡선,helix,
나선,helix,
나사 곡선,helix,
나선각,helix angle,
나사의 나선각,helix angle of thread,
헬멧,helmet,安全帽(アンゼンボウ)
헬멧,helmet shield,
조수,helper,
보조 스프링,helper spring,
대마 벨트,hemp belt,
대마 로프,hemp rope,
허큘로이,herculoy,
외다리 캘리퍼스,hermaphrodite calipers,
허메틱 실,hermetic seal,ハ?メチックシ?ル(ハ?メチックシ?ル)
예루식 전기로,H?roult electric furnace,
헤링본,herringbone,
헤링본 기어,herringbone gear,
헤르츠,hertz,
헤르츠 접촉,Hertz contact,
헤테로 접합,hetero junction,
불균질성,heterogeneity,
불균질형 원자로,heterogeneous reactor,
비균질 원자로,heterogeneous reactor,
불균질형 원자로,heterogeneous reactor,
비균질 원자로,heterogeneous reactor,
16진법,hexadecimal,
헥사곤,hexagon,
6각 머리,hexagon head,
6각 볼트,hexagon head bolt,
6각 너트,hexagon nut,
6각 구멍 붙이 볼트,hexagon socket head cap bolt,
조밀육방구조,hexagonal closed packed,
6각 볼트,hexagonal headed bolt,
은선,hidden line,
고탄소강,high carbon steel,
고 크롬 스테인리스강,high chrome stainless steel,
방진 합금,high damping alloy,
제진 합금,high damping alloy,
방진 합금,high damping alloy,
제진 합금,high damping alloy,
하이 드래프트,high draft,
고탄성 고분자,high elastic polymer,
고에너지 고속 가공법,high energy rate forming,
고주파 전기로,high frequency furnace,
고주파 유도 담금질,high frequency induction hardening,
고주파 저항 용접,high frequency resistance welding,
고주파 건조,high frequency seasoning,
고주파 진동,high frequency vibration of body,
고주파,high frequency wave,
고주파 용접,high frequency welding,
고급 주철,high grade cast iron,
고양력 장치,high lift device,
고 망간 내열강,high manganese heat resisting steel,
고 망간강,high manganese steel,
고압 단조,high pressure forging,
고압단,high pressure stage,
고속 자동 프레스,high production press,
고규소 주철,high silicon iron,
고속도강,high speed steel,
강인 주철,high strength cast iron,
고력 가단 주철,high strength malleable cast iron,
고장력강,high strength steel,
고온 절삭,high temperature machining,
고력 알루미늄 합금,high tensile aluminum alloy,
고력 황동,high tensile brass,
고압 회로,high tension circuit,
고장력강,high tension steel,
고탄소강,high-carbon steel,
고발열량,higher calorific value,
고조파,higher harmonic wave,
"고조파, 고조화파",higher harmonics,
고차(의) 대우,higher pair,
고주파 아크 용접기,high-frequency arc welder,
강력 드릴링 머신,high-power drilling machine,
고속 절삭,high-speed cutting,
고속 방전 소결법,high-speed electrospark sintering method,
고속 기관,high-speed engine,
고속 선반,high-speed lathe,
고속도강,high-speed steel,
고압 회로,high-tension circuit,
힌지,hinge,ヒンジ(ヒンジ)
경첩문,hinged door,
힌지 조인트,hinged joint,
회전 지점,hinged support,
힌지 밸브,hinged valve,
히스토그램,histogram,ヒストグラム(ヒストグラム)
호브,hob,ホブ(ホブ)
호브 탭,hob tap,
호빙,hobbing,ホブ切(ホブキリ)
호빙 머신,hobbing machine,ホブ盤(ホブバン)
호깅,hogging,
호이스트,hoist,ホイスト(ホイスト)
호이스팅 체인,hoisting chain,
호이스팅 드럼,hoisting drum,
"호이스팅 속도, 감아올리기 속도",hoisting speed,
홀더,holder,
지지구,holder,
홀더,holder,
지지구,holder,
역전방지 돌기,holdfast,
설치 볼트,holding down bolt,
리벳 체결 해머,holding up hammer,
구멍 기준식,hole base system,
홀 드릴,hole drill,
중공,hollow,
중공 깃,hollow blade,
4각 기계끌,hollow chisel mortiser,
중공 원통,hollow cylinder,中空円筒(チュウクウエントウ)
중공 드릴,hollow drill,
안장 키,hollow key,
중공축,hollow shaft,
홀로그램,hologram,ホログラム(ホログラム)
홀로그래픽 메모리,holographic memory,ホログラムメモリ(ホログラムメモリ)
홀로그래피,holography,ホログラフィ?(ホログラフィ?)
균일성,homogeneity,
균질성,homogeneity,
균일성,homogeneity,
균질성,homogeneity,
균질 코팅,homogeneous coating,
균질 원자로,homogeneous reactor,
확산 가열,homogenizing,
호모 처리,homo-treatment,
혼,hone,
혼 포밍,hone forming,
벌집 구조,honeycomb,
허니콤 루버,honeycomb louver,
허니콤 샌드위치 구조,honeycomb sandwich structure,
허니콤 구조,honeycomb structure,ハニカム構造(ハニカムコウゾウ)
호닝,honing,ホ?ニング(ホ?ニング)
호닝 머신,honing machine,ホ?ニング盤(ホ?ニングバン)
후드,hood,フ?ド(フ?ド)
"고리, 훅",hook,フック(フック)
훅 블록,hook block,
훅 볼트,hook bolt,
훅 이음,hook joint,
훅 조인트,hook joint,
훅 이음,hook joint,
훅 조인트,hook joint,
갈고리자,hook rule,
훅 스패너 렌치,hook spanner wrench,
훅의 법칙,Hooke's law,
훅의 만능 이음,Hooke's universal joint,
후프,hoop,
대강,hoop iron,
대강 압연기,hoop mill,
후프 압연기,hoop mill,
대강 압연기,hoop mill,
후프 압연기,hoop mill,
후프 응력,hoop stress,フ?プ?力(フ?プオウリョク)
후프 장력,hoop tension,
흡킨슨식 인디케이터,Hopkinson indicator,
호퍼,hopper,
호퍼 개표기,hopper bale breaker,
호퍼 베일 브레이커,hopper bale breaker,
호퍼 개표기,hopper bale breaker,
호퍼 베일 브레이커,hopper bale breaker,
호퍼 선,hopper barge,
호퍼 연소로,hopper bottom furnace,
호퍼차,hopper car,ホッパ車(ホッパシャ)
호퍼 준설선,hopper dredger,ホッパしゅんせつ船(ホッパシュンセツセン)
호퍼 피더,hopper feeder,
호퍼 스케일,hopper scale,
호퍼 바이브레이터,hopper vibrator,
수평의,horizontal,水平(スイヘイ)
수평축,horizontal axis,
수평식 탁상 드릴,horizontal bench drill,
수평 보일러,horizontal boiler,
수평 보링 밀링 머신,horizontal boring and milling machine,
수평 보링 머신,horizontal boring machine,
수평 기관,horizontal engine,
수평 필릿 용접,horizontal fillet welding,
수평 용접자세,horizontal position of welding,
수평축 수력 터빈,horizontal shaft water turbine,
횡축 수력 터빈,horizontal shaft water turbine,
수평축 수력 터빈,horizontal shaft water turbine,
횡축 수력 터빈,horizontal shaft water turbine,
수평 안정판,horizontal stabilizer,
수평 뒷날개,horizontal tail,
수평 용접,horizontal welding,
혼,horn,
마대,horse form swage,
말굽 자석,horse shoe magnet,
마력,horsepower,
호스파워,horsepower,
마력,horsepower,
호스파워,horsepower,
마력시,horsepower hour,
호스,hose,ホ?ス(ホ?ス)
호스 클램프,hose clamp,
호스 커플러,hose coupler,
"호스 이음, 호스 커플링",hose coupling,
호스 어셈블리,hose-assembly,
열욕 담금질,hot bath quenching,
열풍,hot blast,
열풍로,hot blast stove,
열구,hot bulb,
열구 기관,hot bulb engine,
용융 도금,hot dipping,
열간 드로잉,hot drawing,
열간 인발,hot drawing,
열간 드로잉,hot drawing,
열간 인발,hot drawing,
열간 정수압 소결법,hot isostatic pressing,
핫 제트 용접,hot jet welding of plastics,
열접점,hot junction,
고방사선 취급 실험실,hot laboratory,
열간 압연,hot rolling,熱間?延(ネッカンアツエン)
열간 기계톱,hot sawing machine,
고온 취성,hot shortness,
고온 시동,hot start,
온수조,hot well,
열선 풍속계,hot wire anemometer,
열간 가공,hot working,熱間加工(ネッカンカコウ)
호치키스식 구동법,Hotchkiss drive,
온수 보일러,hot-water boiler,
온수 난방,hot-water heating,
온수 프로세스,hot-water process,
온수 방열기,hot-water radiator,
장고꼴 웜,hourglass worm,
하우스 트랩,house trap,
옥내용 터빈,house turbine,
하우징,housing,ハウジング【機械要素】(ハウジング【キカイヨウソ】)
하우징 플레인,housing plane,
홈파기 대패,housing plane,
하우징 플레인,housing plane,
홈파기 대패,housing plane,
쌍주식 플레이너,housing type planer,
양주식 플레이너,housing type planer,
쌍주식 플레이너,housing type planer,
양주식 플레이너,housing type planer,
호버 트레인,hover train,
부상식 철도,hover train,
호버 트레인,hover train,
부상식 철도,hover train,
호버크래프트,hovercraft,
허브,hub,
허브 플랜지,hub flange,
허브 비,hub ratio,
색상,hue,色相(シキソウ)
선체,hull,船?(センコク)
인간 공학,human engineering,人間工?(ニンゲンコウガク)
흄관,Hume pipe,ヒュ?ム管(ヒュ?ムカン)
습공기,humid air,
습비열,humid heat,
가습기,humidifier,
급습기,humidifier,
가습기,humidifier,
급습기,humidifier,
습도,humidity,?度(シツド)
휴미디티,humidity,?度(シツド)
습도,humidity,?度(シツド)
휴미디티,humidity,?度(シツド)
습도제어,humidity control,?度調節(シツドチョウセツ)
헌팅,hunting,狩?(シュリョウ)
HVC 표시법,HVC notation,
HVC 표시법,HVC painting indicate method,
하이브리드 복합 재료,hybrid composites,
하이브리드 IC,hybrid IC,
"급수전, 소화전",hydrant,
하이드로,hydrau-,
유압 축압기,hydraulic accumulator,油?アキュムレ?タ(ユアツアキュムレ?タ)
유압 브레이크,hydraulic brake,
수경 시멘트,hydraulic cement,
유체 커플링,hydraulic coupling,
유체 이음,hydraulic coupling,
유체 커플링,hydraulic coupling,
유체 이음,hydraulic coupling,
유압 크레인,hydraulic crane,
유압 실린더,hydraulic cylinder,
수동력계,hydraulic dynamometer,
수력 효율,hydraulic efficiency,
유압 필터,hydraulic filter,
유압 단조 프레스,hydraulic forging press,
유압 성형법,hydraulic forming,
유체 기계식 연료 제어 장치,hydraulic fuel regulator,
유체 변속장치,hydraulic gear,
수력 경사선,hydraulic grade line,
수력 기울기선,hydraulic grade line,
수력 경사선,hydraulic grade line,
수력 기울기선,hydraulic grade line,
수력 기울기,hydraulic gradient,
수압 호이스트,hydraulic hoist,
유압 호이스트,hydraulic hoist,
수압 호이스트,hydraulic hoist,
유압 호이스트,hydraulic hoist,
유체 증압기,hydraulic intensifier,
수압 잭,hydraulic jack,油?ジャッキ(ユアツジャッキ)
유압 잭,hydraulic jack,油?ジャッキ(ユアツジャッキ)
수압 잭,hydraulic jack,油?ジャッキ(ユアツジャッキ)
유압 잭,hydraulic jack,油?ジャッキ(ユアツジャッキ)
유압 선반,hydraulic lathe,
유압 승강기,hydraulic lift,
수압 승강기,hydraulic lift,
유압 승강기,hydraulic lift,
수압 승강기,hydraulic lift,
"유체 고착, 유압 로크",hydraulic lock,
수력 기계,hydraulic machine,
수력 기계,hydraulic machinery,
수력 평균깊이,hydraulic mean depth,
수력 원동기,hydraulic motor,
유압 모터,hydraulic motor,
수력 원동기,hydraulic motor,
유압 모터,hydraulic motor,
유압 판굽힘 기계,hydraulic plate bender,
수압 판굽힘 기계,hydraulic plate bender,
유압 판굽힘 기계,hydraulic plate bender,
수압 판굽힘 기계,hydraulic plate bender,
수압 판굽힘 기계,hydraulic plate bending,
유압 판굽힘 기계,hydraulic plate bending press,
"유압동력, 수력",hydraulic power,
유압 동력 브레이크,hydraulic power brake,
수력 발전소,hydraulic power plant,
수력 발전소,hydraulic power station,
"유압동력전달, 수력전달",hydraulic power transmission,
"유압 프레스, 수압 프레스",hydraulic press,
"유압, 수압",hydraulic pressure,
유압 펌프,hydraulic pump,
유압 펀칭 머신,hydraulic punching machine,
수력 반지름,hydraulic radius,
수격 펌프,hydraulic ram,
수압 램,hydraulic ram,
수격 펌프,hydraulic ram,
수압 램,hydraulic ram,
수압 리베터,hydraulic riveter,
수봉,hydraulic seal,
유압 서보 기구,hydraulic servo mechanism,
유압 전단기,hydraulic shear,
유압 시스템,hydraulic system,
수압 시험,hydraulic test,
유체 토크 컨버터,hydraulic torque converter,
수력 터빈,hydraulic turbine,
수력학,hydraulics,
하이드로,hydro-,
하이드로사이클론,hydro cyclone,
수상 비행기,hydroaeroplane,
하이드로블라스팅,hydroblasting,
탄화 수소,hydrocarbon,炭化水素(タンカスイソ)
염산,hydrochloric acid,?酸(エンサン)
유체 윤활,hydrodynamic lubrication,
유체 역학,hydrodynamics,
수중익,hydrofoil,水中翼(スイチュウヨク)
수중익선,hydrofoil boat,水中翼船(スイチュウヨクセン)
하이드로폼법,hydroform method,
하이드로폼법,hydroforming,ハイドロフォ?ミング(ハイドロフォ?ミング)
수소,hydrogen,水素(スイソ)
수소 포집기,hydrogen collecting apparatus,
수소 취화,hydrogen embrittlement,
수소 시험,hydrogen test,
수소 첨가,hydrogenation,水素化(スイソカ)
하이드롤리시스법,hydrolysis method,
하이드로매틱법,hydromatic process,
비중계,hydrometer,
하이드로미터,hydrometer,
비중계,hydrometer,
하이드로미터,hydrometer,
유량 측정법,hydrometry,
히드로날륨,Hydronalium,
정수압 베어링(靜水壓-),hydrostatic bearing,??軸受(セイアツジクウケ)
정수압 벌지 성형법,hydrostatic bulge forming,
정수압 압출법,hydrostatic extrusion,?水?押出(セイスイアツオシダシ)
정수두,hydrostatic head,
양각식 수준기,hydrostatic level,
정수압,hydrostatic pressure,?水?(セイスイアツ)
"정수압 응력, 등방향 응력",hydrostatic stress,
정수압 시험,hydrostatic test,
유체 정역학,hydrostatics,?水力?(セイスイリキガク)
정수력학,hydrostatics,?水力?(セイスイリキガク)
유체 정역학,hydrostatics,?水力?(セイスイリキガク)
정수력학,hydrostatics,?水力?(セイスイリキガク)
습도계,hygrometer,?度計(シツドケイ)
쌍곡선,hyperbola,?曲線(ソウキョクセン)
쌍곡면,hyperboloid,
쌍곡면 기어,hyperboloidal gear,
과공석강,hyper-eutectoid steel,
극초음속 유동,hypersonic flow,
하이포사이클로이드,hypocycloid,
아공정,hypo-eutectic,
아공석강,hypo-eutectoid steel,
하이포이드 기어,hypoid gear,
하이포트로코이드,hypotrochoid,
히스테리시스,hysteresis,ヒステリシス(ヒステリシス)
히스테리시스 오차,hysteresis error,
히스테시스 루프,hysteresis loop,
히스테리시스 손실,hysteresis loss,ヒステリシス損(ヒステリシスソン)
히스테리시스 모터,hysteresis motor,
아이(I)형 재,I-bar,
아이(I) 빔,I-beam,
IC메모리,IC memory,
아이스 캔,ice can,
얼음 저장통,ice can,
아이스 캔,ice can,
얼음 저장통,ice can,
쇄빙기,ice crusher,
냉동기유,ice machine oil,
아이코너스코프,iconoscope,
이상 유체,ideal fluid,
이상 기체,ideal gas,
항탄성 합금,identity elastic alloy,
아이들,idle,
아이들 기어,idle gear,
아이들 풀리,idle pulley,
아이들 시스템,idle system,
아이들 휠,idle wheel,
이이들러,idler,
아이들링,idling,アイドリング(アイドリング)
착화성,ignitability,
점화기,igniter,
점화,ignition,着火(チャッカ【ネンショウ】)
열구,ignition ball,
점화용 캠,ignition cam,
점화 코일,ignition coil,点火コイル(テンカコイル)
착화지연,ignition delay,着火?れ(チャッカオクレ)
점화 지연,ignition lag,
착화 지연,ignition lag,
점화 지연,ignition lag,
착화 지연,ignition lag,
이그니션 플러그,ignition plug,
점화 플러그,ignition plug,
이그니션 플러그,ignition plug,
점화 플러그,ignition plug,
점화 스위치,ignition switch,
점화장치,ignition system,
착화 온도,ignition temperature,
점화 온도,ignition temperature,
착화 온도,ignition temperature,
점화 온도,ignition temperature,
점화 시기,ignition timing,点火時期(テンカジキ)
일루미네이션,illumination,
조명,illumination,
일루미네이션,illumination,
조명,illumination,
조도계,illuminometer,
일러스트레이션,illustration,
장치도,illustration of apparatus,
"상, 영상, 이미지",image,?像(ガゾウ)
가상선,imaginary line,
상상선,imaginary line,
가상선,imaginary line,
상상선,imaginary line,
액침,immersion,
고정화 효소,immobilized enzyme,
불활성 상태,immunity,
이모 펌프,IMO pump,
"충격, 충돌",impact,
임팩트 벨트 롤러,impact belt roller,
충격 압출법,impact extruding,
충격력,impact force,
충격 하중,impact load,衝?荷重(ショウゲキカジュウ)
충격 강도,impact strength,衝??さ(ショウゲキツヨサ)
충격 응력,impact stress,衝??力(ショウゲキオウリョク)
충격 시험,impact test,衝?試?(ショウゲキシケン)
충격 시험기,impact tester,
충격값,impact value,
임팩트 렌치,impact wrench,
임팩터,impactor,インパクタ(インパクタ)
장애,impediment,
임펠러,impeller,羽根車(ハネグルマ)
임펠러 깃,impeller blade,
불완전 윤활 마찰,imperfect lubricated friction,
영국 표준 와이어 게이지,Imperial standard wire gauge,
임플란트 재료,implant material,
함침,impregnation,含浸(ガンシン【フクム】)
"누른 흔적, 압흔",impression,
개량,improvement,
개선,improvement,
개량,improvement,
개선,improvement,
임펄스,impulse,
역적,impulse,
임펄스,impulse,
역적,impulse,
충동 깃,impulse blade,
임펄스 커플링,impulse coupling,
충격력,impulse force,
임펄스 응답,impulse response,インパルス?答(インパルスオウトウ)
충동 증기 터빈,impulse steam turbine,
충동 터빈,impulse turbine,衝動タ?ビン(ショウドウタ?ビン)
충동 수차,impulse water turbine,衝動水車(ショウドウスイシャ)
충격파,impulse wave,
충격력,impulsive force,
충격 하중,impulsive load,
충격시험,impulsive test,
불순물,impurity,
인보드 로터,inboard rotor,
백열,incandescence,
백열,incandescent,
부적당,incapability,
불능,incapability,
부적당,incapability,
불능,incapability,
인치[단위],inch,
인칭,inching,
입사,incidence,入射(ニュウシャ)
입사각,incidence angle,
경사,inclination,
사면,incline,
경사면,incline,
사면,incline,
경사면,incline,
경사 측정용 정밀 수준기,incline precision level,
경사 성형,inclined molding,
경사 응력,inclined stress,
경사관식 압력계,inclined-tube manometer,
경사계,inclinometer,
죽림각,included angle,
나사산의 각도,included angle of thread,
개재물,inclusion,
불완전 연소,incomplete combustion,
불완전 나사,incomplete thread,
비압축성,incompressibility,
비압축성 액체,incompressible fluid,
인코넬,Inconel,インコネル(インコネル)
체증 피치 프로펠러(遞增-),increasing pitch propeller,
증가,increment,
증대,increment,
증가,increment,
증대,increment,
인크리멘털 포징,incremental forging,
위치 증분 검출기,incremental position transducer,
인크리멘털 방식,incremental system,
물때,incrustation,
탕때,incrustation,
물때,incrustation,
탕때,incrustation,
부정 적분,indefinite integral,
압흔,indentation,押?(オシコミ)
오목 자국,indentation,押?(オシコミ)
압흔,indentation,押?(オシコミ)
오목 자국,indentation,押?(オシコミ)
압흔 경도시험,indentation hardness test,
압흔 경도시험기,indentation hardness tester,
압입 가공,indenting,
단동 척,independent chuck,
독립 현가 장치,independent suspension,?立懸架?置(ドクリツケンガソウチ)
인디펜던트 서스펜션,independent suspension,?立懸架?置(ドクリツケンガソウチ)
독립 현가 장치,independent suspension,?立懸架?置(ドクリツケンガソウチ)
인디펜던트 서스펜션,independent suspension,?立懸架?置(ドクリツケンガソウチ)
분할,index,索引(サクイン)
지수,index,索引(サクイン)
분할,index,索引(サクイン)
지수,index,索引(サクイン)
분할대,index head,
분할,indexing,
분할 작업,indexing operation,
도시 마력,indicated horsepower,
도시 평균 유효 압력,indicated mean effective pressure,
지시 마이크로미터,indicated micrometer,
도시 연료 소비율,indicated specific fuel consumption,
도시 열효율,indicated thermal efficiency,
도시 일,indicated work,
지시 계기,indicating instrument,
지시 마이크로미터,indicating micrometer,
도시,indication,
지시,indication,
도시,indication,
지시,indication,
지시기,indicator,
인디케이터,indicator,
지시기,indicator,
인디케이터,indicator,
인디케이터 카드,indicator card,
인디케이터 선도,indicator diagram,指?線?(シアツセンズ)
간접 압축 단조,indirect compression forging,
간접비,indirect expense,
간접 압출,indirect extrusion,
간접 난방,indirect heating,
간접 측정,indirect measurement,
간접 전동,indirect transmission,
1품 1엽식,individual drawing system,
단독 운전 방식,individual drive,
병렬식,individual system,
1품 1엽 도면,individual system drawing,
유도 통풍,induced draft,
유인 통풍,induced draft,
흡출 통풍,induced draft,
유도 통풍,induced draft,
유인 통풍,induced draft,
흡출 통풍,induced draft,
유도 통풍,induced draft,
유인 통풍,induced draft,
흡출 통풍,induced draft,
흡출 송풍기,induced draft fan,
유도 항력,induced drag,誘導抵抗(ユウドウテイコウ)
인듀서,inducer,インデュ?サ(インデュ?サ)
인덕턴스,inductance,インダクタンス(インダクタンス)
유도,induction,誘導(ユウドウ)
유발,induction,誘導(ユウドウ)
유도,induction,誘導(ユウドウ)
유발,induction,誘導(ユウドウ)
유도가열 경랍땜,induction brazing,
유도 전류,induction current,
유도 전기로,induction furnace,誘導?(ユウドウロ【ロ】)
유도 발전기,induction generator,誘導?電機(ユウドウハツデンキ)
유도 경화,induction hardening,
유도가열 담금질,induction hardening,
유도 경화,induction hardening,
유도가열 담금질,induction hardening,
유도 가열기,induction heater,
흡입 다기관,induction manifold,
흡입 매니폴드,induction manifold,
흡입 다기관,induction manifold,
흡입 매니폴드,induction manifold,
유도 전동기,induction motor,誘導電動機(ユウドウデンドウキ)
인덕션 모터,induction motor,誘導電動機(ユウドウデンドウキ)
유도 전동기,induction motor,誘導電動機(ユウドウデンドウキ)
인덕션 모터,induction motor,誘導電動機(ユウドウデンドウキ)
유인 유닛,induction unit,
인덕션 유닛,induction unit,
유인 유닛,induction unit,
인덕션 유닛,induction unit,
"유도자, 인덕터",inductor,
유도자형 마그넷,inductor type magnet,
공업 디자인,industrial design,インダストリアルデザイン(インダストリアルデザイン)
산업공학,industrial engineering,インダストリアルエンジニアリング(インダストリアルエンジニアリング)
공업용 계기,industrial instrument,
공업용 로봇,industrial robot,
산업안전,industrial safety,
공업용 텔레비전,industrial television,
공장 폐기물,industrial waste,産業?棄物(サンギョウハイキブツ)
공장폐수,industrial waste,産業?棄物(サンギョウハイキブツ)
공장 폐기물,industrial waste,産業?棄物(サンギョウハイキブツ)
공장폐수,industrial waste,産業?棄物(サンギョウハイキブツ)
공업 용수,industrial water,
산업,industry,産業(サンギョウ)
공업,industry,産業(サンギョウ)
산업,industry,産業(サンギョウ)
공업,industry,産業(サンギョウ)
비탄성 충돌,inelastic collision,
비탄성역,inelastic region,
비탄성,inelasticity,
부등식,inequality,
불활성 가스,inert gas,
이너트 가스,inert gas,
불활성 가스,inert gas,
이너트 가스,inert gas,
불활성 가스 금속 아크 용접,inert-gas metal-arc welding,
이너트 가스 아크 용접,inert-gas shield arc welding,
관성,inertia,
관성력,inertia force,
관성 조속기,inertia governor,
관성력,inertial force,
송입 연삭,infeed method grinding,
인피드식 연삭,infeed method grinding,
송입 연삭,infeed method grinding,
인피드식 연삭,infeed method grinding,
"공기침입, 용액침투",infiltration,溶浸(ヨウシン【ガンシン】)
용액 침투법,infiltration process,
무한소,infinitesimal,
가연성,inflammability,燃?性(ネンショウセイ)
인화성,inflammability,燃?性(ネンショウセイ)
가연성,inflammability,燃?性(ネンショウセイ)
인화성,inflammability,燃?性(ネンショウセイ)
가연 한계,inflammability limit,
가연성,inflammable,
가연성 가스,inflammable gas,
인화점,inflammation point,
인화 온도,inflammation point,
인화점,inflammation point,
인화 온도,inflammation point,
타이어 압력,inflation molding,
타이어 압,inflation pressure,
영향 계수,influence coefficient,
영향선,influence line,影響線(エイキョウセン)
영향 계수,influence number,
정보 산업,information industry,情報産業(ジョウホウサンギョウ)
정보 검색,information retrieval,情報?索(ジョウホウケンサク)
적외선 건조,infrared baking,
적외선,infrared rays,
탕구,ingate,
잉곳,ingot,インゴット(インゴット)
잉곳 케이스,ingot case,
주괴 주형,ingot case,
잉곳 케이스,ingot case,
주괴 주형,ingot case,
수축관,ingot pipe,
용강,ingot steel,
용제강,ingot steel,
용강,ingot steel,
용제강,ingot steel,
고유 안정성,inherent stability,
억제제,inhibitor,抑制?(ヨクセイザイ)
인히비터,inhibitor,抑制?(ヨクセイザイ)
억제제,inhibitor,抑制?(ヨクセイザイ)
인히비터,inhibitor,抑制?(ヨクセイザイ)
처음의,initial,
초기 경비,initial cost,
초기 경도,initial hardness,
기선,initial line,
수선,initial line,
기선,initial line,
수선,initial line,
초기 위상,initial phase,
초기 압력,initial pressure,
초기 변형률,initial strain,
초기 응력,initial stress,
초기 장력,initial tension,
초기 속도,initial velocity,
분사,injection,
분사 기화기,injection carburettor,
분사 응축기,injection condenser,
분사 복수기,injection condenser,
분사 응축기,injection condenser,
분사 복수기,injection condenser,
사출 성형,injection molding,射出成形(シャシュツセイケイ)
사출 성형기,injection molding machine,射出成形機(シャシュツセイケイキ)
분사 노즐,injection nozzle,
분사 기간,injection period,
분사관,injection pipe,
분사압,injection pressure,
분사 압력,injection pressure,
분사압,injection pressure,
분사 압력,injection pressure,
분사 펌프,injection pump,
사출률,injection rate,
분사 시기,injection timing,
분사 밸브,injection valve,
"인젝터, 분사기",injector,インゼクタ(インゼクタ)
잉킹,inking,
입구,inlet,
입구각,inlet angle,
깃 입구각,inlet blade angle,
입구 안내깃,inlet guide vane,
흡기 매니폴드,inlet manifold,
"입구, 흡입구, 흡기구, 입구 포트",inlet port,
흡기 밸브,inlet valve,
"직렬 기관, 인라인 엔진",in-line engine,
인라인형 펌프,inline type pump,
내접 물림,inner gearing,
내륜,inner race,
내륜,inner ring,
튜브,inner tube,
"이노베이션, 혁신",innovation,
입력,input,入力(ニュウリョク)
인풋,input,入力(ニュウリョク)
입력,input,入力(ニュウリョク)
인풋,input,入力(ニュウリョク)
입력 오프셋 전압,input offset voltage,
인서트,insert,
삽입물,insert,
인서트,insert,
삽입물,insert,
심은날 다이,inserted chaser die,
심은날 탭,inserted chaser tap,
심은날 드릴,inserted drill,
심은날 밀링 커터,inserted tooth cutter,
내경 캘리퍼스,inside calipers,
내측 마이크로미터,inside micrometer,
불용성,insolubility,
검사,inspection,?査(ケンサ)
검사 문,inspection door,
검사 게이지,inspection gauge,
검사 구멍,inspection hole,
투영 검사기,inspection projector,
검사관,inspector,
불안정,instability,
불안정성,instability,
불안정,instability,
불안정성,instability,
설비,installation,
설치,installation,
장비,installation,
설비,installation,
설치,installation,
장비,installation,
설비,installation,
설치,installation,
장비,installation,
예,instance,
실례,instance,
예,instance,
실례,instance,
순간 축,instantaneous axis,
순간 회전축,instantaneous axis of rotation,
순간 중심,instantaneous center,
순간 변형률,instantaneous strain,
"순간치, 순간 값",instantaneous value,
"명령, 지시",instruction,?示(キョウジ)
지시판,instruction plate,
지시표,instruction sheet,
계기,instrument,
기기,instrument,
계기,instrument,
기기,instrument,
계기판,instrument board,
계기판,instrument panel,
백엽상,instrument screen,
계기용 변압기,instrument transformer,
계기 오차,instrumental error,
계장,instrumentation,
절연선,insulated wire,絶?電線(ゼツエンデンセン)
절연 전선,insulated wire,絶?電線(ゼツエンデンセン)
절연선,insulated wire,絶?電線(ゼツエンデンセン)
절연 전선,insulated wire,絶?電線(ゼツエンデンセン)
절연 테이프,insulating tape,絶?テ?プ(ゼツエンテ?プ)
절연,insulation,
절연재,insulation material,
