한글,영어,일어
취목(取木),layering,取木  (取り木)
low density lipoprotein,LDL,→ low density lipoprotein
용탈(溶脫),leaching,溶脫/→long-day plant
유도,lead,導出
잎끝,leaf apex,葉頂
엽액,leaf axil,葉腋
"잎새, 엽신",leaf blade,葉身
엽류,leaf class,葉類
엽극(葉隙),leaf gap,葉げき@隙@
엽연,leaf margin,葉緣
잎자국,leaf scar,葉痕
엽초,leaf sheath,葉?
잎 덩굴손,leaf tendril,葉性卷きひげ
엽적(葉跡),leaf trace,葉跡
잎중량비,leaf weight ratio,葉重量比
소엽(小葉),leaflet,小 葉【複葉の】
난황할구(卵黃割球),lecithoblast,卵黃囊芽細胞
레그헤모글로빈,leghemoglobin,しグヘモグロビン
레구민,legmin,レグミン
레이슈마니아증,leishmaniasis,リ－シュマニア症
집단구혼장(集團求婚場),lek,レック(集團求愛場)
외화영(外花穎),lemma,外えい@穎@
"수곤, 곤봉상낭",lemniscus,垂こん*棍*
길이 정수,length constant,長さ定數
"수정체, 렌즈",lens,水晶(レンズ)
렌즈구멍,lens pit,水晶體陷
수정체판,lens placode,水晶體板((プランコ－ド))
수정체포(水晶體胞),lens vesicle,水晶體胞
"껍질눈, 피목(皮目)",lenticel,皮目
"렌즈형, 수정체의",lenticular,レンズ形--形
극미소형엽,leptophyll,超徵小葉
소망(小網),lesser omentum,小網
백아세포,leucoblast,白芽細胞
백색소포,leucophore,白色素胞
백혈소,leukin,ロイキン
거근(擧筋),levator,擧筋
견갑거근,levator scapulae muscle,眉甲擧筋
"레이딕세포, 간질세포",Leydig cell,ライディヒ細胞
레이딕관,Leydig's duct,ライディヒ管
덩굴상,lianous,つる狀--形
지의습원,lichen bog,地衣濕原
지의사막,lichen desert,地衣砂漠
지의툰드라,lichen tundra,地衣ツンドラ
지의산,lichenic acid,地衣酸
리케닌,lichenin,リケニン
@지의류,lichens,地衣類
"뚜껑, 개(蓋)",lid,ふた@蓋@
"덮개세포, 개세포",lid cell,ふた@蓋@細胞
비장(脾臟),lien,ひ*脾* 臟
생활상,life phase,生活相
인대,ligament,靭 帶
광정위반응(光定位反應),light compass reaction,光コンパス反應
최소수광량,light minimum,最小受光量
수림군계(樹林群系),lignosa,樹林
"혀꼴, 설상(舌狀)",ligulate,舌狀--形
설상화관,ligulate corolla,舌狀花冠
설엽(舌葉),ligule,小 舌
백합형화관,liliaceous corolla,ユリ形花冠
백합형화,liliaceous flower,ユリ形花
대뇌변연계,limbic system,大惱邊綠系
석회식물,lime plant,石灰植物
준 조광대,limnetic zone,沖帶
"담수부유생물, 호소플랑크톤",limnoplankton,湖沼プランクトン
린코마이신,lincomycin,リンコマイシン
선상법,line transect method,線狀法 (ライントランセク1ト法)
백선(白線),linea alba,白線
"종익관(縱翼冠), 대퇴골능",linea aspera,骨粗線
"선형, 직선배열",linear,線形--形
선형잎,linear leaf,線形葉
일차 이차항 모형,linear quadratic model,線形二次モデル
선상피침형,linear-lanceolate,線狀皮針形--形
"혀, 설(舌)",lingua,(1) 舌 (2) 舌葉
"혀, 소설",lingula,舌狀突起
핵사(核絲),linin,核系
리놀레산,linoleic acid,リノ－ル酸
리포푸신,lipofuscin,リポフスチン
지방질 생합성,lipogenesis,脂肪生成
지방분해,lipolysis,脂肪分解
리포비텔린,lipovitellin,リポビテリン
지방산화효소,lipoxidase,リポキシダ－ゼ
액체 섬광 계수기,liquid scintillation counter,液體シンチレ－ション計 數器
"여포액, 난포액",liquor folliculi,濾胞液
리소데스마,lithodesma,殼帶
암생식물,lithophyte,岩生植物
암석천이계열,lithosere,岩上遷移系列
암석토,lithosol,岩石上
낙엽층,litter layer,リタ－層
"천해의, 연안의",littoral,沿岸 --形
생화석,living fossil,生きている化石
양토,loam,壤土
열편(裂片),lobation,切れ?み
천열(淺裂)의,lobed,淺裂--形
소열편,lobulus,小 葉
엽,lobus,葉
국소면역,local immunity,局所免疫
지방명,local name,地方名
로시에이션,lociation,ロシエ－ション
포배열개(胞背裂開),loculicidal dehiscence,胞背裂開
황토,loess,レ ス
마디깍지열매,loment,節 果
"긴가지,장지",long branch,長枝
장지,long shoot,長枝
종단절편,longisection,縱斷切片
종렬,longitudinal dehiscence,縱裂
종주근(縱走筋),longitudinal muscle,縱走筋
장단일식물,long-short-day plant,長短日植物
촉수관,lophophore,(1) ふさかつぎ (2) 觸手冠
척추전만,lordosis,(1) 脊柱前灣 (2) ロ－ドシス
저밀도 지방 단백질,low density lipoprotein,低密度リボタンパク質
저층습원,low moor,低層濕原
하등,lower,下等--形
하엽,lower leaf,下葉
평지림,lowland forest,平地林
저지초원,lowland meadow,低地草原
요추(腰椎),lumbar,腰--形
발광,luminance,輝度
루미로돕신,lumirhodopsin,ルミロドプシン
초생달꼴,lunate,三日月形--形
"책허파, 폐서",lung book,肺書
폐암,lung cancer,肺かん
황체형성,luteinization,黃體形成
황체형성호르몬-방출 호르몬,luteinizing hormone-releasing hormone,黃體形伐ホルモン放出ホルモン
황체자극호르몬,luteotropin,黃體刺激ホルモン
리코펜,lycopene,リコピン
림프,lymph,リンパ[液]
림프모세관,lymph capillary,毛細リンパ管
림프샘,lymph gland,リンパ線
림프심장,lymph heart,リンパ心臟
림프동,lymph sinus,(1) リンパ腔 (2) リンパ洞
림프간격,lymph space,リンパ間げき
림프계,lymphatic system,リンパ系
림프계 세포,lymphoid cell,リンパ系細胞
림프양 기관,lymphoid organ,リンパ器官
림프조직,lymphoid tissue,リンパ系組織
림프독소,lymphotoxin,リンホトキシン
리제르그산디에틸아미드,lysergic acid diethylamide,リゼルギン酸ジェチルアミド
파생(적),lysigenous,破生--形
파생세포간극,lysigenous intercellular space,破生細胞間げき@隙@
"리신, 용해소",lysin,溶解素(ライシン)
해리효소,macerating enzyme,紬織解離酵素
강모,macrochaeta,大剛毛
장세대형(長世代型),macrocyclic,長世代型--形
대형동물상,macrofauna,大型動物相
마크로글리아,macroglia,星狀こう*膠*細胞(マクログリア)
대보강조직,macrosclereid,長形厚壁異形細胞
밀집반,macula densa,密集斑
"천공판, 다공체",madreporite,(1) 多孔體　　(2) 多孔板
구더기,maggot,うじ
주축,main axis,主軸
"원눈, 주아",main bud,主芽
주맥,main vein,主脈
주조직적합성복합체,major histocompatibility complex,主要組織適合性複合　
연체동물학,malacology,軟體動物學
"달팽이 매개화, 와우매화",malacophilous flower,カタツムリ媒花
말라리아,malaria,マラリア
말산 탈수소 효소,malate dehydrogenase,リンゴ酸デヒドロゲナ－ゼ
말레이시아식물구,Malaysian floral region,マレ－シア植物區系區
수배우자주머니,male gametangium,雄性配偶子囊
수 배우자,male gamete,雄性配偶子
수배우체,male gametophyte,雄性配偶體
"수꽃차례, 웅화서",male inflorescence,雄花序
수기관,male organ,雄 器
수그루,male plant,雄 株
"수꽃받침, 웅성생식기상",male receptacle,雄器床
웅성 호르몬,male sex hormone,雄性ホルモン
말산효소,malic enzyme,リンゴ酸酵素
악성 변환,malignant transformation,惡性[形質]轉換
"망치뼈, 추골",malleus,つち骨
말피기층,Malpighian layer,マルピ－ギ層
유선융선,mammary ridge,乳腺隆起
"아래턱, 하악, 큰턱",mandible,(1) 大あご*顎*大がく*顎* (2) 下あご*顎*下がく*顎* (3) 下がく*顎*骨
하악연골,mandibular cartilage,下がく*顎*軟骨
맹그로브,mangrove,マングロ－ブ
만난,mannan,マンナン
만니톨,mannitol,マンニト－ル
만노오스,mannose,マンノ－ス
외투막,mantle,(1) 外とう (2) 外とう膜
외투강(外套腔),mantle cavity,外とう腔
손(手),manus,手
주변분지,marginal branching,周?分枝
변연세포,marginal cell,周邊細胞
주변군락,marginal community,周?群落
주변화,marginal flower,周?化
주변생장,marginal growth,周緣成長
변연태좌,marginal placentation,緣?胎座
해조류,marine algae,海[産]藻類
해조군락,marine algae community,海藻群落
해양세균,marine bacteria,海洋細菌
해양생물지리학,marine biogeography,海洋生物地理學
해생균류,marine fungi,海生菌類
해양침전물,marine sediment,海成堆積物
해양식생,marine vegetation,海水植生
해안림,maritime forest,海岸林
"늪, 소택",marsh,沼澤
습지초원,marshy meadow,濕地草原
유대류,marsupial,有袋類
"마스크, 피복",mask,假面
"은폐, 차폐",masking,(1) 隱蔽 (2) 不顯[在]化
교근(咬筋),masseter,(1) そしゃく筋 (2) こう*咬*筋
교근,masseter muscle,(1) そしゃく筋 (2) こう*咬*筋
화분소괴,massula,花粉小塊
저작기,mastax,破碎器
저작,mastication,そしゃく
소모(小毛),mastigoneme,小毛
모성면역,maternal immunity,母性免疫
대기흡수능,matric potential,マトリックポテンシャル
성숙면,mature face,トランス的 (凹面)
"작은턱, 상악골",maxilla,(1) 上あご *顎*上がく*顎* (2) 上がく*顎*骨 (3) 小あご*顎*小が〈*顎* (4) 第二がく*顎*脚 (5) 下あご*顎*どがく*顎*
"악하선, 턱밑샘",maxillary gland,小あご*顎*線
막시룰라,maxillula,第一がく*顎*脚
최고혈압,maximal blood pressure,最高血壓
평균면적,mean area,平均占有面積
기계적감응,mechanoreception,機械[的]受容
기계적감각수용기,mechanoreceptor,機械受容器
"용변(踊便), 태변(胎便)",meconium,?便
"중맥, 배지",media,→ medium/中脈
중앙판,median plate,正中板
의학 균학,medical mycology,醫眞菌學
약용식물,medicinal plant,藥用植物
지중해식물구,Mediterranean floral region,地中海植物區系區
"숨골, 연수",medulla oblongata,延髓
수내관다발,medullary bundle,髓內維管束
수삭(髓索),medullary cord,髓索
"신경구, 수구",medullary groove,髓溝
수층,medullary layer,髓層【地衣などの】
"수판, 신경판",medullary plate,髓板
"사출수, 일기방사조직",medullary ray,一次放射組織
유수신경섬유,medullated nerve fiber,有髓神經纖維
해파리,medusa,クラゲ
거핵아세포,megakaryoblast,巨核芽球
거대적아세포,megaloblast,巨大赤芽球
메갈로파유생,megalopa,メガロパ[幼生]
대핵,meganucleus,大核
마이보미아샘,Meibomian gland,マイボ－ム腺
멜라닌화,melanization,メラニン沈着
멜라닌아세포,melanoblast,(1) 黑色素芽細胞 (2) メラニン芽細胞
멜라닌색소포,melanophore,(1) 黑色素胞 (2) メラニン保有細胞
멜라토닌,melatonin,メラトニン
막골,membrane bone,膜[性]骨
막투과성,membrane permeability,膜透過性
막판(膜板),membranella,膜板
막성,membranous,腰質--形
막미로,membranous labyrinth,膜性迷路
기억세포,memory cell,記憶細胞
보류주성(保留走性),menotaxis,保留走性
월경주기,menstrual cycle,月經周期
월경,menstruation,月經
하순기절(下脣基節),mentum,(1) がく*顎*　體基部 (2) 下唇基節
miniature endplate potential,MEPP,→ miniature end-plate potential
경할,meridional cleavage,縱割(經割)
메르켈소체,Merkel's corpuscle,メルケル小體　
부분분비샘,merocrine gland,部分分泌腺
메로사이트,merocyte,メロサイト
메로가메트,merogamete,メロガメ－ト
분절발생,merogenesis,分節形成
부분영양난소관,meroistic ovariole,部分榮養[實型]卵巢 [小]管
부분재생,meromorphosis,部分再生
부기절(副基節),meron,副基節
메론트,meront,部分小體産生　
장절(長節),meropodite,長節
"분활, 분절",merotomy,試驗的細胞切斷
난충(卵蟲),merozoite,分裂小體(メロゾイト)　
중원형,mesarch,中原型--形
중외배엽,mesectoderm,外胚葉系中胚葉
중뇌,mesencephalon,中腦
중내배엽,mesendoderm,內胚葉系中胚葉
장간막동맥,mesenteric artery,腸肌煤勅派
장간막정맥,mesenteric vein,腸間膜靜脈
중장,mesenteron,中腸
장간막,mesentery,(1) 隔膜 (2) 腸間膜
중과피(中果皮),mesocarp,中果皮
중강(中腔),mesocoel,中腦腔
중배축,mesocotyl,中胚軸
중배엽체절,mesodermal somite,中胚葉[原體]節
중형동물류,mesofauna,中型動物相
중앙기원적,mesogenous,中央起原的--形
"간충질, 중배엽교세포",mesogloea,間充ゲル(中こう*膠*)
중핵,mesokaryon,中核
중황란,mesolecithal egg,中黃卵
메솜,mesome,メソム
중할구,mesomere,(1) 中割球 (2) 中分節
중심해수층(中深海水層)의,mesopelagic,中深海水層 --形
중생식물,mesophyte,中生植物
중생식물의,mesophytic,中性--形
"가운데지느러미, 중기(中?)",mesopterygium,中き《?》 骨
정소간막(精巢間膜),mesorchium,精巢間膜
중체,mesosoma,中　體[部]
중지부절(中脂 節),mesotarsus,中付節
중피,mesothelium,(1) 體腔上皮 (2) 中 皮
"가운데가슴, 중흉",mesothorax,中 胸
난소간막(卵巢間膜),mesovarium,卵巢間膜
@중생대,Mesozoic Era,中生代
중습성,messic,中濕性--形
후담자기,metabasidium,後擔子器
"이차생활조건, 변태공생",metabiosis,他生物依存
대사율,metabolic rate,代謝速度
변형현상,metaboly,變形現象
"장골, 손바닥뼈",metacarpus,(1) 掌骨(2) 中手骨
메타세르카리아,metacercaria,被囊幼蟲(メタセルカリア)
이염과립,metachromatic granule,異染果粒
변색성,metachrosis,　體色變化
후체강,metacoel,後腦腔
금속효소,metalloenzyme,金屬酵素
금속단백질,metalloprotein,金屬タンパク質
체절(體節),metamere,體 節
메타미엘로사이트,metamyelocyte,後骨髓球
후신관,metanephridium,後じん *腎*管
후생사부,metaphloem,後生師@篩@部
"화생(化生), 변질분화",metaplasia,化生 (變質形成)
뒷가슴옆판,metapleuron,後側板
뒷다리몸마디,metapodosoma,中胴體部
후새연골(後 軟骨),metapterygium,後き《?》軟骨
후체절(後體節),metasoma,後體[部]
척골(蹠骨),metatarsus,(1) しょ*蹠*骨 (2) しょ*蹠*節 (3) 中足骨
시상후부,metathalamus,視床後部
"뒷가슴, 후흉",metathorax,後胸
"후생물관부, 후생목부",metaxylem,後生木部
후생동물,metazoan,後生動物
"뒷골, 후뇌",metencephalon,後腦
메트헤모글로빈,methemoglobin,メトヘモグロビン
메트로사이트,metrocyte,母細胞
기저경자,metula,メトレ
메발론산,mevalonic acid,メバロン酸
소형저서생물,microbenthos,小形底生生物
미극모(微棘毛),microchaeta,小剛毛
현미화학,microchemistry,顯微化學
미소우주,microcosm,ミクロコスム
소피낭체,microcyst,ミクロシスト
마이크로사이트,microcyte,小赤血球
미소전극,microelectrode,微小電極
소형동물상,microfauna,微小動物相
미화석,microfossil,徵化石
소배우자낭,microgametangium,小配偶子囊
소배우자모세포,microgametocyte,小配偶者母細胞
소신경교세포(小神經膠細胞),microglia,小こう*膠*細胞
미소글로불린,microglobulin,ミクログロブリン
소황란,microlecithal egg,少黃卵
마이크로미터,micrometer,ミクロメ－タ－
소식세포,microphage,ミクロファジ－(小食細胞)
미소부유생물,microplankton,小形プランクトン
"미크로스페어, 미소구",microsphere,ミクロスフェア(小 球)
소포자 모세포,microspore mother cell,小胞子母細胞
소포자낭과,microsporocarp,小胞子囊果
소포자엽,microsporophyll,小胞子葉
박편제작술,microtomy,切片法
중이,middle ear,中耳
중장(中腸),midgut,中腸
중장샘,midgut gland,背腸線
"중늑, 중앙맥",midrib,中ろく
중앙맥,midvein,中央脈
유선,milk line,乳線
지라,milt,魚精
최소면적,minimal area,最小面積
최저혈압,minimal blood pressure,最低血壓
최소필수 배지,minimum essential medium,最少[必須]培地
@마이오세,Miocene Epoch,中新世
"미라시듐, 유자충",miracidium,ミラシジウム
습지,mire,濕地
오동정,misidentification,誤同定
미토콘드리아 DNA,mitochondrial DNA,ミトコンドリアDNA
비감수포자낭,mitosporangium,非減數胞子囊
"승모판, 이첨판",mitral valve,僧帽辯
"섞인눈, 혼아",mixed bud,混芽
혼합 림프구 반응,mixed lymphocyte reaction,混合リンパ球反應
혼합종개체군,mixed-species population,混合種個體群
혼합영양,mixotrophism,混合榮養
위우성(僞優性),mock dominance,僞優性
보수량,moisture holding capacity,容水産
몰농도,molality,[重量]モル濃度
"대구치(大臼齒), 뒤 어금니, 몰",molar,(1) 磨碎部 (2) 臼齒 (3) 大臼齒
일원형,monarch,一原型--形
"염주모양, 염주상",moniliform,數珠形―形
일심피,monocarpellary,一心皮--形
일회결실성식물,monocarpic plant,一回結實性植物
단핵체,monocaryon,→ monokaryon
단색 조사,monochromatic radiation,單色放射線
일환,monocyclic,一環--形  【中心柱の】
단륜화,monocyclic flower,一輪花
단일생식(單一生殖),monogenesis,(1) 單性生殖 (2) 單性世代 (3) 一宿主性
모노그라프,monograph,モノグラフ
자웅동주,monoicous,雌雄同株--形
모노카인,monokine,モノキン
일수성의,monomerous,一數性--形
"불환치(不換齒), 갈지않는이",monophyodont,不換齒 (一生齒)
단층성,monostromatic,一層--形
단형종,monotypic species,單型種
일가,monovalent,(1) 單價--形 (2) 一價--形
치구(恥丘),mons pubis,恥丘
"산성부식, 모르토양",mor,モル土壤
매염제,mordant,煤染劑
형(型),morph,(1) モルフ (2) 生活型
형태구배,morphocline,形態的傾斜
형태형성운동,morphogenetic movement,形態形成運動
형태체,morphon,形態單位
형태종,morphospecies,形態種
형태형,morphotype,形態型
모자이크설,mosaic theory,モザイク說
이끼림,moss forest,コケ林
"선류, 이끼",mosses,セン類
"운동성, 동작성의",motile,運動性--形
동기유발,motivation,動機づけ
운동령,motor area,運動野
운동 피질,motor cortex,運動皮質
운동신경,motor nerve,運動神經
운동뉴런,motor neuron,運動ニュ－ロン
운동단위,motor unit,運動單位
총운동중추,motorium,運動支配中樞
새앙쥐,mouse,マウス
@입,mouth,口
구강(口腔),mouth cavity,口腔
점액체,muciferous body,粘液體
점액원,mucigen,ムチン前驅體
점액관,mucilage tube,粘液道
"점액소, 점액",mucin,ムチン
점액샘,mucous gland,粘液線
부식질,mull,ムル土壤
뮬러의태,Mullerian mimicry,ミュラ－擬態
다세포샘,multicellular gland,多細胞腺
다약제내성,multiple drug resistance,多劑耐性
다중신경지배,multiple innervation,多[重]神經支配
다연륜,multiple ring,重年輪
증식분열,multiplicative division,增殖性分製
다중말단 신경지배,multiterminal innervation,多終末神經支配
뮤람산,muramic acid,ムラミン酸
무스카린,muscarine,ムスカリン
근섬유,muscle fiber,筋[肉]纖維
근단백질,muscle protein,筋タンパク質
근방추,muscle spindle,筋紡錘
"근육계통, 근계",muscular system,筋肉系
버섯,mushroom,キノコ
중증근무력증,myasthenia gravis,重症筋無力症
균세포,mycetocyte,菌細胞
식균곤충의,mycetophagous,菌食性--形
마이콜산,mycolic acid,ミコ－ル酸
진균증,mycosis,眞菌症
진균독소,mycotoxin,マイコトキシン (カビ毒)
산동(散瞳),mydriasis,散瞳
수뇌,myelencephalon,髓腦
수뇌강,myelocoel,髓腦腔
골수세포,myelocyte,骨髓球
미엘로퍼옥시다아제,myeloperoxidase,ミエロペルオキシダ－ゼ
"심근층, 심장근육층",myocardium,心筋
근강(筋腔),myocoel,(1) 筋腔 (2) 體節腔
근상피세포,myoepithelial cell,筋上皮細胞
근원섬유,myofibril,筋原纖維
근필라멘트,myofilament,筋フィラメント
근원성 박동원,myogenic pacemaker,筋原性ペ－スメ－カ－
미오이노시톨,myo-inositol,ミオイノシト－ル
"근절, 근분절",myomere,筋分節
자궁근층,myometrium,子宮筋層
사근(絲筋),myoneme,ミオネ－ム (絲筋)
근시,myopia,近視
근격막,myoseptum,筋節中隔
축동(縮瞳),myosis,-> miosis
"근관세포, 근관",myotube,筋管
개미산포,myrmecochore,アリ散布
개미학,myrmecology,アリ學
개미식물,myrmecophyte,アリ植物
"점성가족, 교족(膠足)",myxopodium,ふん*吻*合假足
점균포자,myxospore,粘液胞子
진주층,nacreous layer,眞珠層
"조(爪), 손톱",nail,平爪
나노플랑크톤,nannoplankton,微小プランクトン
나프탈렌아세트산,naphthaleneacetic acid,ナソタしン町W妻 (NAA)
마취,narcosis,麻醉
외비공(外鼻孔),naris,鼻孔
비골,nasal bone,鼻骨
비낭,nasal capsule,鼻殼 (鼻胞)
비강(鼻腔),nasal cavity,鼻腔
비선,nasal gland,鼻線
비와(鼻窩),nasal pit,鼻窩 (原鼻孔)
비판,nasal placode,鼻板
"비중격, 코중격",nasal septum,鼻中隔
비루관,nasolacrimal duct,鼻淚管
비강인두,nasopharynx,鼻いん*咽*頭
"코, 비(鼻)",nasus,鼻
자연항체,natural antibody,自l然抗體
자연사,natural death,自然死
자연림,natural forest,自然林
자연군,natural group,自然群
자연재생,natural regeneration,天然更新
자연조절,natural regulation,自然調節
"자연분류체계, 자연체계",natural system,自然分類系
자연 식생,natural vegetation,自然植生
"자연, 성질",nature,(1) 自然 (2) 本性 (3) 素質
자연보호,nature protection,自然保全
나우플리우스,nauplius,ノ－プリウス[幼生]
선형(船形),navicular,舟狀骨
경구세포,neck canal cell,けい@頸@溝細胞 【造卵器の】
"괴사과정, 세포사",necrobiosis,"え*壞*死過程, 死生"
네크로호르몬,necrohormone,ネクロホルモン
"꿀, 수액, 화밀(花蜜)",nectar,み つ
꿀샘,nectar gland,みつ腺
침엽,needle leaf,針 葉
침엽수,needle-leaved tree,針葉樹
음성되먹임조절,negative feedback control,員のフィ－ドバック制御
"음성자극, 음성강화",negative reinforcement,負の强化
네마테슘,nemathecium,ネマテシウム
"가시세포, 자포",nematocyst,刺砲
자상개충,nematozooid,刺狀個蟲
신생세포,neoblast,新生芽細胞 (新成細胞)
신소뇌,neocerebellum,新小腦
신뇌,neoencephalon,新腦
신계(新界),Neogaea,新界
"네오제네시스, 신생",neogenesis,ネオゲネシス
신조(新條),neostriatum,新線條體
신열대의,neotropical,新熱帶--形
신열대,neotropical zone,新熱帶
"신구(腎口), 외신문",nephridiopore,外じん*腎*門
신관,nephridium,じん*腎*管
"신염, 신장염",nephritis,じん*腎*炎
신세포,nephrocyte,じん*腎*細胞
"신단위, 네프론",nephron,"じん*腎*單位, ネフロン"
"신구(腎口), 신절",nephrostome,じん*腎*口
신절(腎節),nephrotome,じん*腎*節
천해구,neritic province,淺海區
신경삭,nerve cord,神經索
신경말단,nerve ending,神經終末
신경섬유,nerve fiber,神經纖維
신경충격,nerve impulse,神經インパルス
신경총,nerve plexus,神經集網
신경계,nervous system,新經系
신경조직,nervous tissue,神經組織
"집, 둥지",nest,巢
둥지짓기,nest building,營巢 (造巢)
소엽,nest leaf,巢葉
순동화율,net assimilation rate,純同化率 (NAR)
대형플랑크톤,net plankton,ネットプランクトン
"순복사, 순방사량",net radiation,純放射[量]
신경궁(神經弓),neural arch,神經弓
신경주름,neural fold,神經褶
신경샘,neural gland,神經腺
신경유도,neural induction,神經誘導
신경엽,neural lobe,神經葉
"극상돌기(棘狀突起), 신경돌기",neural spine,背突起 (神經きょく*棘*)
뉴라민산,neuraminic acid,ノイラミン酸
뉴라민 가수분해효소,neuraminidase,ノイラミニダ－ゼ
신경외배엽,neurectoderm,神經外胚葉
신경장관도(神經腸管道),neurenteric canal,神經腸管
신경초,neurilemma,神經しょう【?】
"축삭, 신경돌기",neurite,→ axon
자극주성,neurobiotaxis,神經走性
신경모세포,neuroblast,神經芽細胞
신경강,neurocoel,神經腔
신경두개,neurocranium,神經頭がい*蓋*
신경상피세포,neuroepithelial cell,神經上皮細胞
신경원섬유,neurofibril,神經原纖維
신경세사,neurofilament,神經フィラメント
신경원성 박동원,neurogenic pacemaker,神經原性ペ－スメ－カ－
신경교,neuroglia,神經こう*膠*/グリア
신경호르몬,neurohormone,神經ホルモン
신경액,neurohumor,神經液
"신경뇌하수체, 신경하수체",neurohypophysis,神經[腦]下垂體
신경학,neurology,神經學
"신경간, 신경소구",neuromast,感丘
신경분절,neuromere,神經分節
신경조정물질,neuromodulator,神經修飾物質
신경운동계,neuromotor system,連動支配系
신경근 접합부,neuromuscular junction,神經筋接合部
뉴로넴,neuroneme,ニュ－ロネ－ム
신경펩티드,neuropeptide,神經ペプチド
신경생리학,neurophysiology,神經生理學
신경형질,neuroplasm,神經しょう*漿*
신경족,neuropodium,腹肢
신경공(神經孔),neuropore,神經孔
신경분비,neurosecretion,神經分泌
신경분비세포,neurosecretory cell,神經分泌細胞
신경분비호르몬,neurosecretory hormone,神經分泌ホルモン
"향신경성, 신경친화성",neurotropic,神經親和性--形
신경굴성,neurotropism,神經向性
신경세관,neurotubule,神經細管
신경관형성,neurulation,(1) 神經管形成 (2) 神經胚形成
중성화,neuter flower,中性花
중성지방,neutral fat,中性脂肪
중성꽃,neutral flower,中性花
중성식물,neutral plant,中性植物
중성백혈구,neutrophil,好中球/好中性--形
신명,new name,新名
신생아,newborn,新生兒
넥신,nexin,ネキシン 【べん@鞭@毛の】
"넥서스융합막, 결합",nexus,ネクサス
니코틴아미드,nicotinamide,ニコチンアミド
"순막, 깜박막",nictitating membrane,瞬膜
착상,nidation,[卵]着床
집짓기,nidification,宮巢 (造巢)
질산염,nitrate,硝 酸
질산균,nitrate bacteria,硝酸菌
질산식물,nitrate plant,硝酸植物
질산 환원,nitrate reduction,硝酸還元
질산 호흡,nitrate respiration,硝酸呼吸
"질산화(반응), 질화작용",nitrification,硝化
질화세균,nitrifying bacteria,硝化菌
아질산균,nitrite bacteria,亞硝酸菌
아질산환원효소,nitrite reductase,亞硝酸レダクタ－ゼ (亞硝酸還元酵素)
질소동화(작용),nitrogen assimilation,窒素同化
질소순환,nitrogen cycle,窒素循環
질소 고정 세균,nitrogen fixing bacteria,窒素固定細菌
질소원,nitrogen source,窒素源
"니트로게나아제, 질소고정효소",nitrogenase,ニトロゲナ－ゼ
야행성,nocturnal,夜行性--形
식생분류군,nodum,植生分類群
결절(結節),nodus,結節
소음,noise,雜音 (ノイズ)
비정당명,nomen invalidum,非正當名【命名上の】
불요명,nomen superfluum,不要名【命名上の】
노모게네시스,nomogenesis,ノモゲネシス
비경쟁 억제,non-competitive inhibition,非競爭的阻害
비순환전자전달,non-cyclic electron transport,非環狀電子傳達
비순환적광인산화,non-cyclic photophosphorylation,電子非循環的光リン酸化
비녹색식물,non-green plant,非綠色植物
무수신경섬유,non-medullated nerve fiber,無髓神經纖維
비특이 면역,non-specific immunity,非特異免疫
비층상형성층,non-storied cambium,非層階狀形成層
비층상재,non-storied wood,非層階狀材
노르아드레날린,noradrenaline,ノルアドレナリン
노르에피네프린,norepinephrine,ノルエピネフリン
정상적아세포,normoblast,正常赤芽球
정상적혈구,normocyte,正常赤血球
"비공, 콧구멍",nostril,鼻孔
배지,notopodium,背肢
"배판(背板), 등판",notum,(1) 肉帶 (2) 背板
주심배형성,nucellar embryony,珠心胚形成
핵자기공명,nuclear magnetic resonance,核磁氣共鳴 (NMR)
핵공복합체,nuclear pore complex,核孔複合體
무모새앙쥐,nude mouse,ヌ－ドマウス
수량적반응,numerical response,數的反應
혼인비행,nuptial flight,婚姻飛行
소견과,nutlet,小堅果
영양근,nutritive root,榮養根
야맹증,nyctalopia,夜盲[症]
정지약충,nymphochrysalis,第一間期
역배수수술,obdiplostemonous,逆二輪雌ずい--形
빗장,obex,かんぬき
대상,object,對象
객관적 이명,objective synonym,客觀的異名
절대부생생물,obligate saprobe,絶對腐生者
절대부생,obligatory saprophytism,絶對腐生
사행근(斜行筋),oblique muscle,斜[走]筋/斜紋筋
"장타원형(의), 직사각형",oblong,長だ円形--形
"감쇠, 폐퇴",obsolescence,廢退
"폐쇄근, 폐쇄",obturator,閉そ〈細織【胚珠の】
뒷머리의,occipital,後頭骨/後頭--形
후두골,occipital bone,後頭骨
후두관절구,occipital condyle,後頭關節丘
후두공,occipital foramen,後頭孔
후두엽,occipital lobe,後頭葉
"뒷머리, 후두(後頭)",occiput,後頭
"폐쇄, 교합",occlusion,(1) 閉塞 (2) こう*咬*合 (かみ合わせ)
직업적 피폭,occupational exposure,職業被ばく
"외양군집, 해양군집",oceanic community,外洋群集
외양구,oceanic province,外洋區
"잎집, 탁엽초",ochrea,た〈@托@葉硝
옥토파민,octopamine,オクトパミン
@동안 신경,oculomotor nerve,動眼神經
"조골세포(造骨細胞), 조치세포(造齒細胞)",odontoblast,(l) 造齒細胞 (2) ぞうげ牙細胞
치돌기(齒突起),odontoid process,齒狀突起
치과학,odontology,齒學
치설돌기,odontophore,齒舌突起
냄새,odor,におい
편도세포,oenocyte,→ enocyte
곤충거대혈구,oenocytoid,→ enocytoid
