한글,영어,일어
생산전략,manufacturing strategy,
제조시스템,manufacturing systems,
MAP,MAP,
MAPI 법,MAPI method,
한계 비용,marginal cost,
한계비용과 증분비용,marginal cost & incremental cost,
주변 도수,marginal frequency,
한계 소득,marginal income,
주변 확률 분포,marginal probability distribution,
한계생산성,marginal productivity,
한계 수익,marginal profit,
한계시험,marginal test,
시장이자율,market interest rate,
시장조사,market research,
시장 분할,market segment,
시장 세분화,market segmentation,
시장 점유율,market share,
마케팅,marketing,
판매 경로,marketing channel,
판매 비용 분석,marketing cost analysis,
마케팅 믹스,marketing mix,
시장 조사,marketing research,
표시,marking,
마코프체인,Markov chain,
마코프체인,Markov chains,
마코프 과정,Markov process,
마코프 재생과정,Markov renewal process,
마크 센스 방식,mark-sense system,
마크 시트 방식,mark-sheet system,
마르칭,marquenching,
마르칭,mar-quenching,
마샬링,marshaling,
마샬-올킨 모형,Marshall-Olkin model,
마스토크론,marstochron,
마르템퍼,martemper,
먼델,Marvin E. Mundel,
마스크,mask,
은폐,masking,
대량 생산,mass production,
물질특성분석,mass properties analysis,
마스터 파일,master file,
기본 생산 계획,master production schedule,
대일정계획,master schedule,
시간 연구 매스터 테이블,master table of detail time study,
물자운반,matarial handling,
정합성,matching,
자재,material,
자재 관리,material control,
재료비,material cost,
자재흐름 분석,material flow analysis,
물자 흐름 시스템,material flow system,
물자운반원칙,material handing principles,
물자운반,material handling,
물자 운반 설비,material handling equipment,
자재운반계획,material handling plan,
물자운반 계획표,material handling planning chart,
물자운반 원칙,material handling principles,
물자운반시스템 설계,material handling system design,
자재관리,material management,
자재기호,material marks,
소재 절삭율,material removal rate,
자재소요계획,material requirement planning,
자재소요계획,material requirements planning,
자재 심사,material review,
원재료 규격,material standards,
재료비,materials cost,
자재운반,materials handling,
물자운반,Materials handling,
자재운반,materials handling,
물자운반,Materials handling,
자재 관리,materials management,
수리 계획법,mathematical programming,
수리계획 문제,mathematical programming problem,
행렬,matrix,
행렬실험,matrix experiment,
행렬 게임,matrix game,
매트릭스 조직,matrix organization,
최대흐름최소절단문제,maxflow min-cut theorem,
최대흐름문제,maximal flow problem,
최대최대기준,maximax criterion,
최대최소기준,maximin criterion,
최대최소원리,maximin principle,
최대최소전략,maximin strategy,
최대최소치,maximin value,
최대허용불랑률,maximum allowable percent defective,
최대 허용오차,maximum allowable tolerance,
최대몸통너비,maximum body breadth,
최대화 기준,maximum criterion,
최대흐름문제,maximum flow problem,
최대 높이,maximum height irregularity,
최대 지연,maximum lateness,
최대 제한  치수,maximum limit of size,
최대 재료치수,maximum material condition,
최대지출액,maximum out-of-pocket cash,
최대 작업 영역,maximum working area,
최대 흐름 최소 절단 정리,maximum-flow minimum-cut theorem,
최대 최소 재고 관리 방식,maximum-minimum inventory control system,
평균편차,MD,
MDI,MDI,
방법공학,ME,
평균,mean,
평균 절대 편차,mean absolute deviation,
평균 도착률,mean arrival rate,
평균 작동불능 시간,mean down time,
평균 작동불능시간,mean downtime,
평균 잔여수명,mean remaining life,
평균 잔여수명,mean residual life,
평균서비스율,mean service rate,
평균 제곱,mean square,
평균 제곱오차,mean square error,
평균 제곱오차,mean squared error,
고장의 평균시간간격,mean time between failure,
고장의 평균시간간격,mean time between failures,
고장까지의 평균시간,mean time to failure,
유지보수까지의 평균시간,mean time to maintenance,
평균 시간 수리,mean time to repair,
평균작동시간,mean up time,
평균 작동가능시간,mean uptime,
평균치 분석법,mean value analysis,
측정 일일작업량,measured daywork,
측정치,measured value,
측정오차,measurement error,
기계식 조임,mechanical clamping,
기계 효율,mechanical efficiency,
기계적 접합법,mechanical joining,
기계 활용도,mechanical utilization,
기계화,mechanization,
중앙회전,medial rotation,
중앙값,median,
중앙값 관리도,median chart,
중앙순위,median rank,
중앙값 검정,median test,
중간 검사,medium inspection,
미하나이트 주철,Meehanite casting,
멜라민 수지,melamine resin,
소속도 함수,membership function,
메모모션 카메라,memomotion camera,
메모모션 연구,memo-motion study,
메모 동작 연구,memo-motion study,
메모모션 스터디,memo-motion study,
메모모션 연구,memo-motion study,
메모 동작 연구,memo-motion study,
메모모션 스터디,memo-motion study,
메모모션 연구,memo-motion study,
메모 동작 연구,memo-motion study,
메모모션 스터디,memo-motion study,
기억,memory,
기억장치,memory device,
기억 장치,memory storage,
기억 장치,memory store,
멘탈 블록,mental blocks,
정신과정,mental process,
메뉴,menu,
머천다이징,merchandising,
합병,merge,
메리트 시스템,merit system,
메릭차별성과급,Merrick multiple piece rate plan,
박명시,mesopic vision,
신진대사,metabolism,
절삭가공,metal cutting,
절삭률,metal removal rate,
미터크릭 수지,methacryl resin,
미터크릭 수지,methacrylic resin,
방법 공학,method engineering,
킬브리지와 웨스터 방법,Method of Kilbridge and Wester,
연환 비율법,method of link relatives,
최우추정법,method of maximum likelihood,
적률 추정법,method of moment,
생산방식,method of production,
방법 연구,method study,
방법공학,methods engineering,
방법연구,methods study,
시간측정법,Methods Time Measurement,
평균 고장 간격,MIBF,
MIC,MIC,
MICLASS 분류방법,MICLASS system,
미세 동작 연구,micro motion study,
미세 시간연구,micro time study,
마이크로캘리포스,microcallipers,
마이크로크로노미터,microchronometer,
마이크로 컴퓨터,microcomputer,
마이크로컴퓨터,micro-computer,
마이크로컴퓨터,Microcomputers,
마이크로미터,micrometer,
미세동작연구,micromotion study,
마이크로 프로세서,microprocessor,
마이크로스위치,microswitch,
마이크로 스위치,micro-switch,
중간 관리,middle management,
중간 범위,mid-range,
거리 측정표,milage chart,
MIL-STD-105D,Military Standard 105D,
MIL-STD-1235B,Military Standard 1235B,
MIL-STD-414,Military Standard 414,
MIL-STD-781,Military Standard 781,
밀링,milling,
밀링 공구,milling cutter,
밀링 기계,milling machine,
마이너의 법칙,Miner's rule,
소화물 적재,mini load,
미니컴퓨터,minicomputer,
소화물 적재,mini-load,
소화물자동창고,miniload AS,
최소비용흐름문제,minimal cost flow problem,
최소 절단집합,minimal cut set,
최소 절단벡터,minimal cut vector,
최소경로집합,minimal path set,
최소 경로벡터,minimal path vector,
최소최대기준,minimax criterion,
최대비용 최소화기준,minimax criterion,
최소최대기준,minimax criterion,
최대비용 최소화기준,minimax criterion,
미니맥스 발주 정책,mini-max ordering policy,
최소 최대 원리,minimax principle,
최소최대 원리,mini-max principle,
최대후회 최소화기준,minimax regret criterion,
최소최대전략,minimax strategy,
최소최대시스템,mini-max system,
최소 최대 정리,minimax theorem,
최소최대치,minimax value,
최소비용 최소화기준,minimin criterion,
최소 허용 허용오차,minimum allowable tolerance,
최저요구수익률,minimum attractive rate of return,
최소비용계획법,minimum cost expedition,
최소비용흐름문제,minimum cost flow problem,
최소비용수명,minimum cost life,
최소비용점,minimum cost point,
최소 비용법,minimum cost rule,
최소 기준,minimum criterion,
최저 수명,minimum life,
최소 크기 제한,minimum limit of size,
최소 제한  치수,minimum limit of size,
최소 크기 제한,minimum limit of size,
최소 제한  치수,minimum limit of size,
최소 단일 설비 위치 문제,minimum single facility location problem,
최소 걸침나무 문제,minimum spanning tree problem,
최저 재고,minimum stock,
최소분산 불편추정량,minimum variance unbiased estimator,
경미한 결점,minor defect,
경미한 고장,minor failure,
정밀분석,minute analysis,
경영 정보 시스템,MIS,
관측 누락,missing observation,
결측치,missing value,
혼합 정수계획법,mixed integer programming,
혼합정수계획법,mixed integer programming problem,
혼합 모형,mixed model,
혼합 프로젝트,mixed project,
혼합전략,mixed strategy,
혼합 정수계획법,mixed-integer programming,
기호화 코드,mnemonic code,
약호기호,mnemonic symbol,
최빈값,mode,
모형,model,
모델 메탈,model metal,
모뎀,modem,
수정가속 감가상각 시스템,modified accelerated cost recovery system,
수정 지수 곡선,modified exponential curve,
모듈러 설계,modular design,
모듈러 시설,modular facilities,
모듈러 물자 운반,modular material handling,
모둘러 프로그램,modular program,
모듈,module,
금형,mold,
적률,moment,
모멘트 모함수,moment generating function,
적률 모함수,moment generating function,
모멘트 모함수,moment generating function,
적률 모함수,moment generating function,
모니터,monitor,
감시작업,monitoring task,
모노레일,monorail,
모노레일 호이스트,monorail hoist,
단조시스템,monotone system,
단조증가함수,monotonic increasing function,
단조성,monotonicity,
몬테카를로법,Monte Carlo method,
몬테카를로 시뮬레이션,Monte Carlo simulation,
몬테카를로법,Monte-Carlo method,
월별 물가지수,month-to-month price index,
Moore-Penrose의 일반 역행렬,Moore - Penrose generalized inverse,
모랄,morale,
모랄 서베이,morale survey,
가장 가능성이 높은 시간,most likely time,
동작 분석,motion analysis,
동작 결합,motion combination,
동작요소,motion element,
모션 마인드,motion mind,
동작경로,motion path,
동작사진촬영기,motion picture camera,
멀미,motion sickness,
동작연구,motion study,
동작시간분석,Motion Time Analysis,
동작시간연구,motion time study,
동기 부여,motivation,
모티베이션,motivation,
동기 부여,motivation,
모티베이션,motivation,
운동신경,motor nerve,
마우스,mouse,
이동,move,
이동평균,moving average,
이동 평균 관리도,moving average chart,
이동 평균법,moving average method,
이동평균모형,moving average model,
이동 범위,moving range,
이동표,moving ticket,
이동 합계법,moving total method,
시장조사,MR,
MRP II,MRP Ⅱ,
평균 점검간격,MTBO,
고장까지의 평균시간,MTTF,
기계효율,MU,
3Mu,Muda Mura Muri,
3Mu,"Muda, Mura, Muri",
다계층 재고관리 시스템,multi echelon inventory control system,
멀티미디어,multi media,
다중 공선성,multicollinearity,
다품종 흐름문제,multicommodity flow problem,
다품목 네트워크문제,multicommodity network problem,
다기준 최적화,multicriteria optimization,
다상필름,multi-image film,
복수 작업자 분석표,multi-man chart,
멀티미디어,multimedia,
다봉분포,multimodal distribution,
다항분포,multinomial distribution,
다목적 선형계획문제,multi-objective linear programming problem,
복수기간 문제,multiperiod problem,
다중 활동 도표,multiple activity chart,
다중 활동표,multiple activity chart,
복합작업 분석도표,multiple activity chart,
다중 활동 도표,multiple activity chart,
다중 활동표,multiple activity chart,
복합작업 분석도표,multiple activity chart,
다중 활동 도표,multiple activity chart,
다중 활동표,multiple activity chart,
복합작업 분석도표,multiple activity chart,
다중 관측중단,multiple censoring,
다중채널,multiple channel,
다중상관계수,multiple correlation coefficient,
MDI,multiple document interface,
엠디아이,multiple document interface,
MDI,multiple document interface,
엠디아이,multiple document interface,
다중 선형 회귀,multiple linear regression,
복수 수익률,multiple rate of return,
다중회귀,multiple regression,
다중 정량발주 시스템,multiple reorder point system,
중근,multiple roots,
다중 샘플링검사,multiple sampling inspection,
다중 샘플링 검사,multiple sampling plan,
멀티플렉서,multiplexer,
멀티플렉싱,multiplexing,
다중처리,multiprocessing,
다중 처리 시스템,multiprocessing system,
다중 처리 시스템,multi-processing system,
다품목 공정도,multiproduct process chart,
멀티프로그래밍,multiprogramming,
다단계 대기행렬,multistage queueing,
다단계 샘플링,multi-stage sampling,
다중상태 시스템,multistate system,
다중작업 시스템,multitasking operating system,
다중작업 운영체제,multitasking operating system,
다중작업 시스템,multitasking operating system,
다중작업 운영체제,multitasking operating system,
복수 사용자 시스템,multiuser system,
다변량해석,multivariate analysis,
다변량 관리도,multivariate control chart,
다원 배치,multi-way layout,
골격근육계,musculoskeletal system,
상호 상보배타적 대안,mutually exclusive alternative,
상호 상보배타적 프로젝트,mutually exclusive project,
상호 독립적 대안,mutually independent project,
나가라,Nagara,
압축한계측정법,narrow limit gauging,
내쉬 협상문제,Nash bargaining solution,
내쉬 균형점,Nash equilibrium point,
자연어 처리,natural language processing,
천연 고무,natural rubber,
자연공차,natural tolerance,
수치 제어,NC,
수치 제어화,NC retrofit,
근사 최적해,near-optimum solution,
음이항분포,negative binomial distribution,
부의 이항분포,negative binominal distribution,
역상 대비,negative contrast,
음성적 피드백,negative feedback,
음극성 표시,negative polarity display,
교섭영역,negotiation set,
신경성 난청,nerve deafness,
가지분리 설계,nested design,
순 연간등가,net annual value,
순변경법,net change system,
순변경법 MRP,net change system MRP,
순 최종가,net final value,
순 현재가,net present value,
순수익,net profit,
정미 시간,net time,
네트워크,network,
네트워크 흐름,network flow,
네트워크 신뢰도,network reliability,
네트워크 이론,network theory,
신경회로망,neural net,
뉴런,neuron,
뉴런,neurone,
NBU분포,new better than used distribution,
NBUE분포,new better than used in expectation distribution,
신 MAPI,new Machinery and Allied Product Institute,
NWU분포,new worse than used distribution,
NWUE분포,new worse than used in expectation distribution,
WUE분포,new worse than used in expectation distribution,
NWUE분포,new worse than used in expectation distribution,
WUE분포,new worse than used in expectation distribution,
뉴톤법,Newton's method,
NM 법,NM method,
마디,node,
마디 시간,node time,
구상흑연 주철,nodular cast iron,
노듈러 주철,nodular cast iron,
구상흑연 주철,nodular cast iron,
노듈러 주철,nodular cast iron,
소음,noise,
소음 통제,noise control,
소음기준,noise criteria,
소음 노출분량,noise dose,
잡음인자,noise factor,
잡음직교배열,noise orthogonal array,
소음감소율,noise reduction ratio,
명목이자율,nominal interest rate,
공칭치수,nominal size,
명목 치수,nominal size,
공칭치수,nominal size,
명목 치수,nominal size,
명목시스템 전압,nominal system voltage,
명목 임금,nominal wage,
망목 품질특성,nominal-the-best quality characteristic,
계산 도표,nomogram,
노모그램,nomogram,
계산 도표,nomogram,
노모그램,nomogram,
공선 도표,nomograph,
노모그래프,nomograph,
공선 도표,nomograph,
노모그래프,nomograph,
비선형계획법,non linear programming,
비기저변수,nonbasic variable,
불일치품,nonconforming supplies,
결점,nonconformity,
비접촉식 검사,noncontact inspection,
비연속적인 소음,noncontinuous noise,
비볼록 이차계획 문제,non-convex quadratic programming problem,
비협력 게임이론,noncooperative game theory,
불규칙적 요소작업,noncyclic element,
양품,nondefective,
양품,nondefective unit,
비퇴화가정,nondegeneracy assumption,
비퇴화가능해,nondegenerate feasible solution,
비파괴검사,nondestructive inspection,
비파괴 검사,non-destructive inspection,
비파괴검사,nondestructive testing,
비 우월해,nondominated solution,
비내구재,nondurable goods,
비효과적작업시간,noneffective work time,
비효율적 시간,noneffective work time,
비효과적작업시간,noneffective work time,
비효율적 시간,noneffective work time,
난플라이박스식,non-flybox method,
비동질성 포아송과정,nonhomogeneous Poisson process,
비충격식 인쇄기,nonimpact printer,
무검사 제도,noninspection system,
비선형 상보성 문제,non-linear complementarity problem,
비선형 정수계획법,nonlinear integer programming problem,
비선형 최적화법,nonlinear optimization method,
비선형 계획법,nonlinear programming,
비선형계획법,nonlinear programming problem,
비선형 회귀,nonlinear regression,
비선형성,nonlinearity,
간접노무비,non-manual labor cost,
비가격 경쟁,non-price competition,
비표본오차,nonsampling error,
비표집오차,nonsampling error,
비표본오차,nonsampling error,
비표집오차,nonsampling error,
정칙행렬,nonsingular matrix,
자유 사이클 반송방식,nonsynchronous transfer,
무작업 시간,nonworking hours,
비제로섬 2인게임,non-zerosum two-person game,
정상비용,normal cost,
정규 분포,normal distribution,
정규방정식,normal equation,
정규 방정식,normal equations,
정규 검사,normal inspection,
정상 수준,normal pace,
정규확률지,normal probability paper,
정규 시간,normal time,
정상 작업 영역,normal working area,
정규화,normalizing,
정상폐쇄,normally closed,
정상개방,normally open,
규범적 기술 예측,normative forecasting,
규범적 예측,normative forecasting,
규범적 기술 예측,normative forecasting,
규범적 예측,normative forecasting,
북서모서리법,northwest corner rule,
노즈 반경,nose radius,
노이,noy,
np 관리도,np chart,
N인 게임,N-person game,
NP 난도 문제,NP-hard problem,
인,nucleolus,
귀무 가설,null hypothesis,
결점 수,number of defects,
자유도,number of degrees of freedom,
반복수,number of replication,
반복수,number of replications,
지연 작업수,number of tardy tasks,
숫자 코드,numerical code,
수치 제어,numerical control,
수치제어 코드,numerical control code,
수치제어 제어기,numerical control controller,
수치제어언어,numerical control language,
수치 제어 시스템,numerical control system,
안진,nystagmus,
안진증,nystagmus,
안진,nystagmus,
안진증,nystagmus,
사무자동화,OA,
목적 프로그램,object program,
객관적 레이팅,objecting rating,
목표도표,objective chart,
목적 함수,objective function,
객관적 평가,objective rating,
목적함수 값,objective value,
객관적 측정법,objective-rating,
객체 지향 프로그래밍 기법,object-oriented programming style,
3차원 절삭,oblique cutting,
관측,observation,
관측횟수,observation number,
진부화,obsolescence,
검사 특성곡선,OC curve,
직업적 청력 상실,occupational hearing loss,
발생 샘플링,occurrence sampling,
광학식 문자판독기,OCR,
안구중력착각,oculogravic illusion,
사무 자동화,office automation,
사무용 컴퓨터,office computer,
사무실 배치,office layout,
사무 관리,office management,
사무 관리 조직,office management organization,
오프라인,off-line,
오프 라인 프로그래밍,off-line programming,
오프 라인 품질 관리,off-line quality control,
오프셋,offset,
오프더잡 트레이닝,off-the-job training,
오우자이브,ogive,
후각적 표시장치,olfactory display,
과점,oligopoly,
온라인 실시간 시스템,OLRT system,
광학식 마크 판독기,OMR,
일회 반복,one replication,
한 벌의 측정,one replication,
일회 반복,one replication,
한 벌의 측정,one replication,
일원배치,one way layout,
일년기준,one year rule,
단측 검증,one-sided test,
일원  배치법,one-way factorial design,
일원 배치,one-way layout,
원 라이팅 시스템,one-writing system,
온라인,on-line,
온라인 공정 관리,on-line process control,
온라인 품질 관리,on-line quality control,
온라인 실시간 처리,on-line real time processing,
온라인 실시간 시스템,on-line real time system,
온라인 실시간 시스템,on-line real-time system,
온라인 시스템,on-line system,
온라인 거래 처리,on-line transaction processing,
온오프 제어,on-off control,
사내 훈련,on-the-job training,
연산 증폭기,op-amps,
개방형 루프,open loop,
개방형 루프 제어,open loop control,
개방형 회로 제어,open loop control,
개방형 루프 제어,open loop control,
개방형 회로 제어,open loop control,
개방형 MRP,open loop MRP,
개방형 네트워크,open network,
개방형 대기행렬망,open queueing network,
개방형 시스템,open system,
개방회로 제어,open-loop control,
개방공정 일정계획,open-shop scheduling problem,
검사 특성곡선,operating characteristic curve,
운영 특성 곡선,operating characteristic curve,
검사 특성곡선,operating characteristic curve,
운영 특성 곡선,operating characteristic curve,
영업비,operating cost,
운영비,operating cost,
영업비,operating cost,
운영비,operating cost,
영업자본 이익률,operating earning ratio,
영업비,operating expense,
가동율,operating rate,
영업수익,operating revenue,
가동속도,operating speed,
운영체제,operating system,
운영 시스템,operating system,
운영체제,operating system,
운영 시스템,operating system,
가동 시간,operating time,
작업 분석,operation analysis,
운영유지비,operation and maintenance cost,
경영 관리,operation management,
작업 공정도,operation process chart,
가동률,operation rate,
OR,operation research,
작업표,operation sheet,
작업 표준,operation standard,
가동 시간,operation time,
운용가용도,operational availability,
오퍼레이셔널 크리에이티비티,operational creativity,
운용 신뢰도,operational reliability,
가동 분석,operations analysis,
운영 관리,operations management,
OR,operations research,
작업자 공정도표,operator process chart,
오피즈 분류방법,Opitz classification scheme,
기회 비용,opportunity cost,
기회 손실,opportunity loss,
영상 촉각 변환장치,optacon,
광학 문자 판독기,optical character reader,
광학문자해독장치,optical character reader,
광학 문자 판독기,optical character reader,
광학문자해독장치,optical character reader,
광학 인코더,optical encoder,
착시,optical illusion,
광학식 마크 판독장치,optical mark reader,
최적제어,optimal control,
최적 로트 크기,optimal lot size,
최적 주문량,optimal order quantity,
최적해,optimal solution,
최적값,optimal value,
낙관적 시간,optimistic time,
최적화,optimization,
최적화 모형,optimization model,
최적화문제,optimization problem,
OPT,Optimized Production Technology,
최적 인자수준,optimum factor level,
최적 공장 규모,optimum plant size,
최적제품구성,optimum product mix,
OR,OR,
주문 관리,order control,
주문관리 시스템,order control system,
오더 엔트리 방식,order entry system,
주문점,order point,
주문점 법,order point system,
순서통계량,order statistic,
순서 통계량,order statistics,
순차 범주형 자료,ordered categorical data,
주문 비용,ordering cost,
주문 주기,ordering cycle,
주문점 시스템,ordering cycle system,
주문점법,ordering point method,
주문점 시스템,ordering point system,
주문 생산,ordering production,
경상예산,ordinary budget,
조직,organization,
조직도,organization chart,
조직 개발,organization development,
오드릭스,organized design for line and crew systems,
방향감각,orientation senses,
원시원가,original cost,
동갑집단,original group,
직교 배열,orthogonal array,
직교 절삭,orthogonal cutting,
직교표,orthogonal table,
직교성,orthogonality,
운영체제,OS,
중이소골,ossicle,
이석기관,otolith organs,
관리 이탈 상태,out of control,
외측 관리한계,outer control limit,
외측 관리한계,outer control limits,
출하 검사,outgoing inspection,
이상점,outlier,
관리 이탈 상태,out-of-control,
아웃오브킬터법,out-of-kilter method,
출력,output,
출력 장치,output device,
산출척도,output measure,
출력 척도,output measure,
산출척도,output measure,
출력 척도,output measure,
출력 척도,output measures,
출력 포트,output ports,
출력 장치,output unit,
원가우위전략,overall cost leadership,
과당 경쟁,over-competition,
오버플로우,overflow,
간접비,overhead cost,
간접비비율,overhead rate,
자기자본,owner's capital,
옥스포드 지수,Oxford index,
산소 빚,oxygen debt,
산소부채,oxygen debt,
산소 빚,oxygen debt,
산소부채,oxygen debt,
불량률 관리도,p chart,
작업속도평점,pace rating,
포장,packaging,
포장,packing,
패딩,Padding,
페이징,paging,
도료,paint,
팰릿,pallet,
팰릿 고정구,pallet fixture,
팰릿 이송,pallet fixture transfer,
팰릿 랙,pallet rack,
팰릿 셔틀,pallet shuttle,
팔레티제이션,palletization,
팰릿 적재기,palletizer,
액면가,par value,
시차,parallax,
직병렬 기계 일정계획,parallel or serial machine scheduling,
병렬 중복,parallel redundancy,
병렬 시스템,parallel system,
병렬 전송,parallel transmission,
평행도,parallelism,
직병렬 시스템,parallel-series system,
모수,parameter,
모수 설계,parameter design,
매개변수형태,parametric form,
모수 모형,parametric model,
파레토 분석,Pareto analysis,
파레토도표,Pareto chart,
파레토 곡선,Pareto curve,
파레토 도표,Pareto diagram,
파레토 최적,Pareto optimal,
파레토 최적,Pareto optimality,
파레토 최적해,Pareto optimum,
파레토 법칙,Pareto's law,
파레토 최적,Pareto's optimality,
패리티,parity,
패리티 비트,parity bit,
패리티 체크,parity check,
파커라이징,Parkerizing,
부품군,part family,
부품 라벨,part label,
부품준비,part preparation,
파트 프로그래밍,part programming,
부품 유형 선택 문제,part type selection problem,
부분종속대안,partial dependent alternative,
부분열거법,partial enumeration,
부분적 소음노출 분량,partial noise dose,
부분 생산성,partial productivity,
분할법,partitioning method,
부품공급기,parts feeder,
부품표,parts list,
파스칼,PASCAL,
파스칼 분포,Pascal distribution,
단위곡면,patch,
경로 집합,path set,
경로 벡터,path vector,
안전 패트롤,patrol,
패턴 인식,pattern recognition,
발톱,pawl,
폴,pawl,
발톱,pawl,
폴,pawl,
자본회수기간,payback period,
자본회수기간법,payback period method,
지지하중,payload,
지불금,payment by results,
이득함수,payoff function,
이득 행렬,payoff matrix,
이득 행렬,pay-off matrix,
상환기간,payoff period,
상환기간법,payoff period method,
상환표,payoff table,
지불기간,payout period,
지불율,payout ratio,
불량률 관리도,p-chart,
물적 유통,PD,
PDCA 사이클,PDCA cycle,
첨두 제거,peak clipping,
펄라이트,pearlite,
핀 플레이팅,peen plating,
스윙프레임 그라인더,pendulum grinder,
인식소음수준,perceived noise level,
불량률,percent nonconforming,
퍼셉트론,perceptron,
완전 균형점,perfect equilibrium point,
완전 라인 균형,perfect line balancing,
성과 분석 통제,performance analysis and control,
성과 비용 평가 프로그램,performance and cost evaluation program,
성과 평가,performance cost evaluation,
성과곡선,performance curve,
성과 평점,performance rating,
성능 시험,performance test,
성과 워크 샘플링,performance work sampling,
시야계,perimeter,
기간,period,
기간 분석,period analysis,
기간 비용,period cost,
정기 보전,periodic maintenance,
정기 주문법,periodic ordering method,
정기조사시스템,periodic review system,
주변기기,peripheral,
주변 장치,peripheral equipment,
영구자산,permanent asset,
영구적 청력상실,permanent hearing loss,
영구역치변위,permanent threshold shift,
불변적 가능해,permanently feasible set,
허용된 제휴,permissible coalition,
순열일정계획,permutation scheduling,
직각도,perpendicularity,
영구사채,perpetual bond,
영구기금,perpetual endowment,
영구 연금,perpetuity,
작업자 여유,personal allowance,
인간의 실수,personal error,
개인용 생산성 소프트웨어,personal productivity software,
인사 평점,personal rating,
인원 배정 문제,personnel assignment problem,
인원배정문제,personnel-assignment problem,
PERT,PERT,
비관적 시간,pessimistic time,
페트리 네트,Petri net,
페트리네트,petri nets,
페하,pH,
p 난도 문제,P-hard problem,
단계형 분포,phasetype distribution,
페놀 수지,phenol resin,
폰,phon,
포토 트랜지스터,photo transistor,
광전지,photocell,
광전지,photoelectric cell,
명소시,photopic vision,
포토트랜지스터,phototransistor,
물리적 감가상각,physical depreciation,
물적 유통,physical distribution,
물적 유통관리,physical distribution management,
물적 재고,physical inventory,
물적 여유,physical margin,
물적생산성,physical productivity,
물리적 기록,physical record,
물적 공급,physical supply,
도급제 제도,piece rate plan,
구간별 선형 근사,piecewise linear approximation,
구간별 선형 모형,piecewise linear model,
천공,piercing,
천공 집게,piercing gripper,
핀 보드,pin board,
핀홀,pin hole,
피니언,pinion,
피치,pitch,
피치 도표,pitch diagram,
피치 관절,pitch joint,
피치 마크,pitch mark,
피치 시간,pitch time,
화소,pixel,
제조물 책임,PL,
탈착장치,placement,
플레인 밀링 공구,plain milling cutter,
평삭기,planer,
계획 보전,planned maintenance,
계획 교체,planned replacement,
플래너,planner,
계획기간,planning horizon,
설비관리,plant engineering,
설비 배치,plant layout,
PLANET,Plant Layout Analysis and Evaluation Technique,
공장입지요인,plant location factor,
플라즈마 제트,plasma jet,
플라스틱,plastic,
소성 가공,plastic working,
게임 참가자,player,
게임 참가자 분할,player partition,
플럭 게이지,plug gauge,
설비 보전,PM,
PN 관리도,pn-control chart,
공기압 원동기,pneumatic motor,
점 가용도,point availability,
점추정,point estimation,
관리점,point of control,
판매시점관리 시스템,point of sale,
주관적 평가점,point of subjective equality,
점수법,point system,
2차원위치제어,point to point control,
판매시점 단말기,point-of-sale terminal,
판매시점관리시스템,point-of-sales system,
판매시점단말기,point-of-sales terminal,
소요지공급,point-of-use delivery,
2차원 위치 제어,point-to-point control,
포아송도착,Poisson arrival,
포아송 분포,Poisson distribution,
포아송 과정,Poisson process,
포아송분포,Poisson's distribution,
포아송과정,Poisson's process,
포카요케,Pokayoke,
극추,polar cone,
극좌표 로봇,polar coordinate robot,
정밀연마작업,polishing,
정밀 연마기,polishing machine,
폴라첵-킨친의 공식,Pollaczek-Khinchin's formula,
폴링,polling,
오염,pollution,
폴리아 함수,Polya function,
비틀림 로봇,polyarticulating robot,
비틀림 로보트,polyarticulating robot,
비틀림 로봇,polyarticulating robot,
비틀림 로보트,polyarticulating robot,
폴리에스테르 수지,polyester,
폴리에스테르 수지,polyester resin,
다항회귀,polynomial regression,
다항식시간근사 절차,polynomial time approximation scheme,
합동 추정량,pooled estimator,
합동 표본분산,pooled sample variance,
자료통합,pooling,
앉은오금높이,"popliteal height, sitting",
모집단,population,
모평균,population mean,
모수,population parameter,
모비율,population proportion,
모 표준편차,population standard deviation,
모분산,population variance,
포터블 래크,portable rack,
포터블 랙,portable rack,
포터블 래크,portable rack,
포터블 랙,portable rack,
판매시점관리 시스템,POS,
위치 기억소자,position register,
위치 공차,position tolerance,
위치 제어 정확도,positioning accuracy,
위치 제어,positioning control,
위치 변환기,positioning transducer,
정상 대비,positive contrast,
정정형,positive definite,
양성적 피드백,positive feedback,
양극성 표시장치,positive polarity display,
반정형,positive semidefinite,
사후분포,posterior distribution,
연기가능비용,postponable cost,
포스트프로세서,postprocessor,
포스트 프로세서,post-processor,
포텐셔미터,potentiometer,
분말 야금,powder metallurgy,
비동시이송,power and free transfer,
검정력,power of test,
파워 스펙트럴 밀도,power spectral density,
내연기관,power unit,
제품-수량분석,P-Q analysis,
주의색,precaution color,
선행도,precedence diagram,
프레시덴스 네트워크,precedence networks,
귀중가치,precious value,
정밀도,precision,
정밀 주조,precision casting,
정밀 단조,precision stamp forging,
사전관리,pre-control,
선행활동,predecessor activity,
선행단계,predecessor event,
기정 동작 시간 표준,predetermined motion and time standard,
기정 시간 표준,Predetermined Time Standard,
기정 시간 표준,predetermined time standards,
예측,prediction,
예측구간,prediction interval,
기조색,predominant color,
선점,preemption,
선점 목표,preemptive goals,
선점 우선순위,preemptive priority,
선점 우선순위 요소,preemptive priority factor,
고객 중요도 순,preferred customer order,
