한글,영어,일어
주파수 제어 음저항,frequency dependent negative resistance,
주파수 편이,frequency deviation,
주파수 편의,frequency deviation,
주파수 편이 키잉,frequency deviation shift keying,
주파수 판별기,frequency discriminator,"周波?弁別器                                                                                                                                                                                                                                                         ,周波?弁別器                                                                                                                                                                                                                                                         "
주파수 변별기,frequency discriminator,"周波?弁別器                                                                                                                                                                                                                                                         ,周波?弁別器                                                                                                                                                                                                                                                         "
주파수 일그러짐,frequency distortion,"周波?ひずみ                                                                                                                                                                                                                                                         ,周波?ひずみ                                                                                                                                                                                                                                                         "
주파수 왜곡,frequency distortion,"周波?ひずみ                                                                                                                                                                                                                                                         ,周波?ひずみ                                                                                                                                                                                                                                                         "
도수 분포,frequency distribution,度?分布                                                                                                                                                                                                                                                           
주파수 상이점,frequency diversity,"周波?ダイバ?シチ                                                                                                                                                                                                                                                      ,周波?ダイバ?シチ                                                                                                                                                                                                                                                      "
주파수 다이버시티,frequency diversity,"周波?ダイバ?シチ                                                                                                                                                                                                                                                      ,周波?ダイバ?シチ                                                                                                                                                                                                                                                      "
주파수 다이버시티 수신,frequency diversity reception,
주파수분할기,frequency divider,分周器                                                                                                                                                                                                                                                            
주파수 분할 다원 접속,frequency division multiple access,周波?分割多元接?                                                                                                                                                                                                                                                      
FDM방식,frequency division multiplex system,
주파수 2배기,frequency doubler,"周波?2倍器                                                                                                                                                                                                                                                         ,周波?2倍器                                                                                                                                                                                                                                                         "
2배 주파 증폭기,frequency doubler,"周波?2倍器                                                                                                                                                                                                                                                         ,周波?2倍器                                                                                                                                                                                                                                                         "
주파수 드리프트,frequency drift,周波?漂動                                                                                                                                                                                                                                                          
주파수 영향,frequency influence,
주파수 인터레이스,frequency interlace,
주파수 삽입,frequency interlace,
주파수 인터리빙,frequency interleaving,
주파수 인터리빙 방식,frequency interleaving system,
주파수 직입 방식,frequency interleaving system,
주파수 간격,frequency interval,
주파수 불규칙도,frequency irregularity,
주파수 로크,frequency lock,
주파수 미터,frequency meter,"周波?計                                                                                                                                                                                                                                                           ,周波?計                                                                                                                                                                                                                                                           "
주파수 혼합기,frequency mixer,
FM송신기,frequency modulated transmitter,
FM 복조 회로,frequency modulation demodulator,
주파수 변조기,frequency modulator,周波??調器                                                                                                                                                                                                                                                         
주파수 감시 장치,frequency monitor,周波?監視?置                                                                                                                                                                                                                                                        
주파수 체배기,frequency multiplier,"倍周器                                                                                                                                                                                                                                                            ,倍周器                                                                                                                                                                                                                                                            "
체배회로,frequency multiplier,"倍周器                                                                                                                                                                                                                                                            ,倍周器                                                                                                                                                                                                                                                            "
개폐 빈도,frequency of operation,
주파수 오프셋,frequency offset,
주파수의 중첩,frequency overlap,
빈도 다각형,frequency polygon,度?折線                                                                                                                                                                                                                                                           
주파수 풀링,frequency pulling,"周波?プリング                                                                                                                                                                                                                                                        ,周波?プリング                                                                                                                                                                                                                                                        "
주파수의 인장,frequency pulling,"周波?プリング                                                                                                                                                                                                                                                        ,周波?プリング                                                                                                                                                                                                                                                        "
주파수 맥동,frequency pulsing,
주파수 범위,frequency range,周波?範?                                                                                                                                                                                                                                                          
주파수 레코드,frequency record,
주파수 계전기,frequency relay,周波??電器                                                                                                                                                                                                                                                         
주파수 응답,frequency response,周波??答                                                                                                                                                                                                                                                          
주파수 응답 등화,frequency response equalization,
주파수 재이용,frequency reuse,
주파수 선택성 증폭기,frequency selective amplifier,
주파수 호출 신호,frequency selective ringing,"周波?選?信?                                                                                                                                                                                                                                                        ,周波?選?信?                                                                                                                                                                                                                                                        "
주파수 선택신호,frequency selective ringing,"周波?選?信?                                                                                                                                                                                                                                                        ,周波?選?信?                                                                                                                                                                                                                                                        "
주파수 선택도,frequency selectivity,
주파수 분리,frequency separation,周波?分離                                                                                                                                                                                                                                                          
주파수 분리 회로,frequency separation circuit,
주파수 공용,frequency sharing,
프리퀀시 쉬프트 통신방식,frequency shift communication system,FS 通信方式                                                                                                                                                                                                                                                        
주파수 시프트 키잉,frequency shift keying,"周波?偏移キ?イング                                                                                                                                                                                                                                                     ,周波?偏移キ?イング                                                                                                                                                                                                                                                     "
에프에스케이,frequency shift keying,"周波?偏移キ?イング                                                                                                                                                                                                                                                     ,周波?偏移キ?イング                                                                                                                                                                                                                                                     "
주파수 스펙트럼,frequency spectrum,振動?スペクトル                                                                                                                                                                                                                                                       
주파수 안정화법,frequency stabilization,周波?安定化                                                                                                                                                                                                                                                         
주파수 표준,frequency standard,周波?標準器                                                                                                                                                                                                                                                         
주파수 스윙폭,frequency swing,
주파수 요동,frequency swing,
주파수 합성기 신서사이저,frequency synthesizer,"周波?合成器                                                                                                                                                                                                                                                         ,周波?合成器                                                                                                                                                                                                                                                         ,周波?合成器                                                                                                                                                                                                                                                         "
주파수 합성기,frequency synthesizer,"周波?合成器                                                                                                                                                                                                                                                         ,周波?合成器                                                                                                                                                                                                                                                         ,周波?合成器                                                                                                                                                                                                                                                         "
신시사이저,frequency synthesizer,"周波?合成器                                                                                                                                                                                                                                                         ,周波?合成器                                                                                                                                                                                                                                                         ,周波?合成器                                                                                                                                                                                                                                                         "
주파수 방식 원격측정,frequency system,
주파수 방식,frequency system,
주파수 허용 편차,frequency tolerance,周波?許容範?                                                                                                                                                                                                                                                        
주파수 전달 함수,frequency transfer function,
주파수 변환,frequency translation,
주파수 3배기,frequency tripler,
트리플러,frequency tripler,
3배 주파 증폭기,frequency tripler,
주파수형 텔리미터,frequency type telemeter,
주파수 분할 다중 방식 송신기,frequency-division multiplex transmitter,
주파수 분할 교환 방식,frequency-division switching system,
주파수 교환 신호법,frequency-exchange signalling,周波?交換信?法                                                                                                                                                                                                                                                       
주파수 변조 송신기,frequency-modulated transmitter,
주파수 변조 방송파,frequency-modulation broadcast band,周波??調放送?                                                                                                                                                                                                                                                       
주파수 오프셋 트랜스폰더,frequency-offset transponder,
주파수 편의 전신,frequency-shift telegraphy,
FS전신,frequency-shift telegraphy,
주파수 편이전신,frequency-shift telegraphy,
주파수 슬로프 변조,frequency-slope modulation,
주파수형 텔레미터,frequency-type telemeter,
프레넬 렌즈,Fresnel lens,Fresnelレンズ                                                                                                                                                                                                                                                     
프레넬 렌즈 안테나,Fresnel lens antenna,
프레넬 패턴,Fresnel pattern,
프레넬 반사 측정법,Fresnel reflection method,
프레즈넬 영역,Fresnel region,フレネル領域                                                                                                                                                                                                                                                         
프레즈넬 존,Fresnel zone,フレネル?                                                                                                                                                                                                                                                          
프레즈넬 존 플레이트,Fresnel's zone plate,フレネルの?板                                                                                                                                                                                                                                                        
마모,fretting,
마찰 이음,friction coupling,
프릭션 테이프,friction tape,"粘着テ?プ                                                                                                                                                                                                                                                          ,粘着テ?プ                                                                                                                                                                                                                                                          "
마찰 테이프,friction tape,"粘着テ?プ                                                                                                                                                                                                                                                          ,粘着テ?プ                                                                                                                                                                                                                                                          "
마찰 전기,frictional electricity,摩擦電?                                                                                                                                                                                                                                                           
마찰 서열,frictional series,
단용량,fringing capacitance,
프로그레그 권선,frog-leg winding,
표면 접속,front connection,
프론트 접점,front contact,
전면 접점,front contact,
호출 코드,front cord,
전면코드,front cord,
정면도,front elevation,
프론트엔드,front end,フロントエンド                                                                                                                                                                                                                                                        
전치 컴퓨터,front end computer,
전치프로세서,front end processor,"前置プロセッサ                                                                                                                                                                                                                                                        ,前置プロセッサ                                                                                                                                                                                                                                                        ,前置プロセッサ                                                                                                                                                                                                                                                        "
전치 처리기,front end processor,"前置プロセッサ                                                                                                                                                                                                                                                        ,前置プロセッサ                                                                                                                                                                                                                                                        ,前置プロセッサ                                                                                                                                                                                                                                                        "
페프,front end processor,"前置プロセッサ                                                                                                                                                                                                                                                        ,前置プロセッサ                                                                                                                                                                                                                                                        ,前置プロセッサ                                                                                                                                                                                                                                                        "
앞면 급전 방식,front feed,
앞면 장착,front mounted,
전 피치,front pitch,
프론트 포치I프런트 포치,front porch,
프런트 포치 복합 영상 신호,front porch,
프론트 엔드 처리 장치,front-end communication processor,
전치 계산기,front-end computer,
국경국,frontier station,
전후 전계비,front-to-back ratio,"前後電界比                                                                                                                                                                                                                                                          ,前後電界比                                                                                                                                                                                                                                                          ,前後電界比                                                                                                                                                                                                                                                          "
전후비,front-to-back ratio,"前後電界比                                                                                                                                                                                                                                                          ,前後電界比                                                                                                                                                                                                                                                          ,前後電界比                                                                                                                                                                                                                                                          "
전후방비,front-to-back ratio,"前後電界比                                                                                                                                                                                                                                                          ,前後電界比                                                                                                                                                                                                                                                          ,前後電界比                                                                                                                                                                                                                                                          "
전후(전기장)비,front-to-rear ratio,
프루트,fruit,
프루트 펄스,fruit pulse,
FS 부가 장치,FS adapter,
FS 전건 회로,FS keying circuit,
연료 집합체,fuel assembly,燃料集合?                                                                                                                                                                                                                                                          
연료 피복,fuel canning,
연료 경제,fuel economy,"燃料??                                                                                                                                                                                                                                                           ,燃料??                                                                                                                                                                                                                                                           "
열 소비율,fuel economy,"燃料??                                                                                                                                                                                                                                                           ,燃料??                                                                                                                                                                                                                                                           "
연료 요소,fuel element,燃料要素                                                                                                                                                                                                                                                           
연료 리사이클,fuel recycle,
연료봉,fuel rod,燃料棒                                                                                                                                                                                                                                                            
연료 용액,fuel solution,
연료 전지비 용량,fuel-battery power-to-volume ratio,
연료 전지 쿨롱효율,fuel-cell Coulomb efficiency,
전 가산기,full adder,全加算器                                                                                                                                                                                                                                                           
전 이용성,full availability,"全利用性                                                                                                                                                                                                                                                           ,全利用性                                                                                                                                                                                                                                                           "
완전 이용도,full availability,"全利用性                                                                                                                                                                                                                                                           ,全利用性                                                                                                                                                                                                                                                           "
완전 선군,full availability trunk-group,
전 용량 탭,full capacity tap,
전 반송파,full carrier,
풀 컬러,full color,
자연색,full color,
전2중 방식,full duplex system,
전 전자 교환 방식,full electronic switching system,
전계 여자 계전기,full field relay,
전 충격파 전압,full impulse voltage,
전 부하,full load,全負荷                                                                                                                                                                                                                                                            
완전 복사체,full radiator,
완전 방사체,full radiator,
풀 스케일,full scale,
최대 눈금,full scale value,
화면 에디터,full screen editor,全?面編集プログラム                                                                                                                                                                                                                                                     
전파 전압 임펄스,full wave voltage impulse,
전2중식,full-duplex operation,
전 계자 계전기,full-field relay,
충만 계수,fullness factor,
전 절권,full-pitch winding,
전파 정류,full-wave rectification,全波整流                                                                                                                                                                                                                                                           
전파 배전압 정류,full-wave voltage doubler rectifier,
완전 접속 네트워크,fully connected network,完全接?ネットワ?ク                                                                                                                                                                                                                                                     
완전 방호관 용기,fully protective tube housing,
활자식 프린터,fully-formed character printer,
함수,function,"??                                                                                                                                                                                                                                                             ,??                                                                                                                                                                                                                                                             "
기능,function,"??                                                                                                                                                                                                                                                             ,??                                                                                                                                                                                                                                                             "
기능문자,function character,
함수 종속성,function dependency,
기능도,function diagram,
함수 발생기,function generator,???生器                                                                                                                                                                                                                                                          
함수 퍼텐쇼미터,function potentiometer,"??ポテンショメ?タ                                                                                                                                                                                                                                                     ,??ポテンショメ?タ                                                                                                                                                                                                                                                     "
함수 전위차계,function potentiometer,"??ポテンショメ?タ                                                                                                                                                                                                                                                     ,??ポテンショメ?タ                                                                                                                                                                                                                                                     "
기능 스위치,function switch,機能スイッチ                                                                                                                                                                                                                                                         
논리 함수표,function table,??表                                                                                                                                                                                                                                                            
기능 검사,function test,機能テスト                                                                                                                                                                                                                                                          
함수 상사형 계산기,functional analog computer,??相似形計算機                                                                                                                                                                                                                                                       
적정 동작 기능 장치,functional component,
기능 설계,functional design,機能設計                                                                                                                                                                                                                                                           
기능소자,functional device,機能素子                                                                                                                                                                                                                                                           
함수형 언어,functional language,??型言語                                                                                                                                                                                                                                                          
기능 요구,functional requirment,
에스디엘,functional specification and description language,
기능 시험 테스트,functional test,機能テスト                                                                                                                                                                                                                                                          
기능 트리밍,functional trimming,
기능 단위,functional unit,機能?位                                                                                                                                                                                                                                                           
기초 흡수대,fundamental absorption band,
기본 성분,fundamental component,基本成分                                                                                                                                                                                                                                                           
기본 컷셋 행렬,fundamental cutset matrix,
기본 상태 사이클,fundamental state cycle,
기본 폐로계,fundamental system of circuit,
기본 컷셋계,fundamental system of cutsets,
기본 단위,fundamental unit,基本?位                                                                                                                                                                                                                                                           
기본 진동,fundamental vibration,基本振動                                                                                                                                                                                                                                                           
기본 파장,fundamental wavelength,基本波長                                                                                                                                                                                                                                                           
푸리에 변환 홀로그램,Furier transform hologram,
퓨즈,fuse,ヒュ?ズ                                                                                                                                                                                                                                                           
퓨즈 아크 시간,fuse arcing time,
퓨즈 클립,fuse clips,
퓨즈 접점,fuse contacts,
가용체,fuse element,
퓨즈 링크,fuse link,
용단형 ROM,fuse ROM,
용융 석영,fused quartz,溶融石英                                                                                                                                                                                                                                                           
융해염 연료,fused salt fuel,
용융 석영 레이저관,fused silica plasma tube,
융해 전해액 전지,fused-electrolyte cell,
퓨즈 재료,fuse-element material,
저융점 금속,fusible metal,
퓨즈 저항기,fusing resistor,
융해 전해,fusion electrolysis,
융합 주파수,fusion frequency,
광섬유의 융착 접속법,fusion splicing method,
융착 접속법,fusion splicing method,
미정 레이블,future label,
퍼지 오토마톤,fuzzy automaton,
퍼지 집합,fuzzy sets,
G 표시,G display,
G 드리프트,G drift,
g 계수,g factor,g 因子                                                                                                                                                                                                                                                           
G값,G value,G値                                                                                                                                                                                                                                                             
G4팩시밀리,G4 facsimile,
갈륨 비소,GaAs,
게이지 인수,gage factor,
이득,gain,利得                                                                                                                                                                                                                                                             
게인 특성 곡선,gain characteristic curve,
게인 상수,gain constant,
이득 제어,gain control,利得制御                                                                                                                                                                                                                                                           
게인 교점 주파수,gain crossover frequency,
이득 신장기,gain expander,
이득 함수,gain function,
게인 여유,gain margin,
이득 여유,gain margin,
이득 자동저하,gain turn down,
이득 대역폭 곱,gain-bandwidth product,利得?域幅積                                                                                                                                                                                                                                                         
